	0	1	QOL
0	41.14	-8.619499999999997	0.12129061121315417
1	41.14	-8.618749999999997	0.1163152167519944
2	41.14	-8.617999999999997	0.10986864445621002
3	41.14	-8.617249999999997	0.10031904304553832
4	41.14	-8.616499999999998	0.10158704495736989
5	41.14	-8.615749999999998	0.10570333229339561
6	41.14	-8.614999999999998	0.11381503578347145
7	41.14	-8.614249999999998	0.1258420409175508
8	41.14	-8.613499999999998	0.13933920758701349
9	41.14	-8.612749999999998	0.15289457701319317
10	41.14	-8.611999999999998	0.14207258235703685
11	41.14	-8.611249999999998	0.13215204290139182
12	41.14	-8.610499999999996	0.12328908876159633
13	41.14	-8.596999999999996	0.15347229367625873
14	41.14	-8.596249999999996	0.14382216752774912
15	41.14	-8.595499999999996	0.1523311959287712
16	41.14	-8.594749999999996	0.17143228370163807
17	41.14	-8.593999999999996	0.19186818918196488
18	41.14	-8.593249999999996	0.20051549278954822
19	41.14	-8.592499999999996	0.19156178947457353
20	41.14	-8.591749999999996	0.18110651105229136
21	41.14	-8.590999999999996	0.1773199502125238
22	41.14	-8.590249999999996	0.19560433938045113
23	41.14075	-8.620249999999997	0.11281896558998632
24	41.14075	-8.619499999999997	0.09933819861291493
25	41.14075	-8.618749999999997	0.09250356816274194
26	41.14075	-8.617999999999997	0.09528122477144876
27	41.14075	-8.617249999999997	0.08193973764078241
28	41.14075	-8.616499999999998	0.08825491546460983
29	41.14075	-8.615749999999998	0.09031851635672682
30	41.14075	-8.614999999999998	0.10405661583786123
31	41.14075	-8.614249999999998	0.11746337018299127
32	41.14075	-8.613499999999998	0.13063354754887238
33	41.14075	-8.612749999999998	0.14463403642046796
34	41.14075	-8.611999999999998	0.1412356779477596
35	41.14075	-8.611249999999998	0.13280614679985944
36	41.14075	-8.610499999999996	0.12706381690454396
37	41.14075	-8.609749999999996	0.12145777742359837
38	41.14075	-8.608999999999996	0.12178532369345618
39	41.14075	-8.608249999999996	0.1285625108660443
40	41.14075	-8.607499999999996	0.12090528052349894
41	41.14075	-8.606749999999996	0.11066158123409006
42	41.14075	-8.605999999999996	0.10554138758816814
43	41.14075	-8.598499999999996	0.14049054287880472
44	41.14075	-8.597749999999996	0.15342001382275483
45	41.14075	-8.596999999999996	0.145590471704122
46	41.14075	-8.596249999999996	0.1396378999989609
47	41.14075	-8.595499999999996	0.14550301415022032
48	41.14075	-8.594749999999996	0.16360778704760082
49	41.14075	-8.593999999999996	0.18388081987696545
50	41.14075	-8.593249999999996	0.19280538129239638
51	41.14075	-8.592499999999996	0.1844162130387035
52	41.14075	-8.591749999999996	0.173864232049574
53	41.14075	-8.590999999999996	0.17316584315717412
54	41.14075	-8.590249999999996	0.1881592528059426
55	41.14075	-8.589499999999996	0.20720045546495658
56	41.14075	-8.588749999999996	0.2275876052070852
57	41.14075	-8.575999999999995	0.2967801438974498
58	41.14149999999999	-8.621749999999997	0.13564633164092055
59	41.14149999999999	-8.620999999999997	0.12223706334529033
60	41.14149999999999	-8.620249999999997	0.10159968851622139
61	41.14149999999999	-8.619499999999997	0.08326489921005793
62	41.14149999999999	-8.618749999999997	0.07306280531902115
63	41.14149999999999	-8.617999999999997	0.08057376691231417
64	41.14149999999999	-8.617249999999997	0.08697918419769164
65	41.14149999999999	-8.616499999999998	0.09446911506380443
66	41.14149999999999	-8.615749999999998	0.09845430658876396
67	41.14149999999999	-8.614999999999998	0.10565193352244308
68	41.14149999999999	-8.614249999999998	0.11587278881609533
69	41.14149999999999	-8.613499999999998	0.1279419140451282
70	41.14149999999999	-8.612749999999998	0.14130990774532629
71	41.14149999999999	-8.611999999999998	0.14569632971993632
72	41.14149999999999	-8.611249999999998	0.1368209398078998
73	41.14149999999999	-8.610499999999996	0.13318274200823352
74	41.14149999999999	-8.609749999999996	0.12887180071494175
75	41.14149999999999	-8.608999999999996	0.12863622038855324
76	41.14149999999999	-8.608249999999996	0.12180435155328448
77	41.14149999999999	-8.607499999999996	0.10715520026450018
78	41.14149999999999	-8.606749999999996	0.09240871418362921
79	41.14149999999999	-8.605999999999996	0.07805305036516674
80	41.14149999999999	-8.605249999999996	0.09146083098778289
81	41.14149999999999	-8.604499999999996	0.10925527187089759
82	41.14149999999999	-8.603749999999996	0.12957324955567334
83	41.14149999999999	-8.602999999999996	0.15180931543720025
84	41.14149999999999	-8.602249999999996	0.15833780081828147
85	41.14149999999999	-8.601499999999996	0.14388485749153374
86	41.14149999999999	-8.600749999999996	0.12822006158031654
87	41.14149999999999	-8.599999999999996	0.11406193718765245
88	41.14149999999999	-8.599249999999996	0.10445842086069684
89	41.14149999999999	-8.598499999999996	0.11818062057887785
90	41.14149999999999	-8.597749999999996	0.1362615211391321
91	41.14149999999999	-8.596999999999996	0.1467055738529904
92	41.14149999999999	-8.596249999999996	0.14512208015362352
93	41.14149999999999	-8.595499999999996	0.1509697106072238
94	41.14149999999999	-8.594749999999996	0.16466162572217527
95	41.14149999999999	-8.593999999999996	0.18233814276844962
96	41.14149999999999	-8.593249999999996	0.19108399782836222
97	41.14149999999999	-8.592499999999996	0.18334913192032326
98	41.14149999999999	-8.591749999999996	0.17708044807797307
99	41.14149999999999	-8.590999999999996	0.17842882950909217
100	41.14149999999999	-8.590249999999996	0.18866476999441456
101	41.14149999999999	-8.589499999999996	0.2045288995811198
102	41.14149999999999	-8.588749999999996	0.22328924330067493
103	41.14149999999999	-8.587999999999996	0.2417993122029023
104	41.14149999999999	-8.587249999999996	0.25959133961128655
105	41.14149999999999	-8.576749999999995	0.2616712179553837
106	41.14149999999999	-8.575999999999995	0.27727097820832647
107	41.14149999999999	-8.575249999999995	0.2947617800525027
108	41.14224999999999	-8.622499999999997	0.11865919474016369
109	41.14224999999999	-8.621749999999997	0.11217243710802967
110	41.14224999999999	-8.620999999999997	0.11309105174827432
111	41.14224999999999	-8.620249999999997	0.10068182134584533
112	41.14224999999999	-8.619499999999997	0.0854291082086108
113	41.14224999999999	-8.618749999999997	0.08058817656203625
114	41.14224999999999	-8.617999999999997	0.08633429365486363
115	41.14224999999999	-8.617249999999997	0.10106101239791809
116	41.14224999999999	-8.616499999999998	0.10356677082399787
117	41.14224999999999	-8.615749999999998	0.10581871942304405
118	41.14224999999999	-8.614999999999998	0.11320804804053662
119	41.14224999999999	-8.614249999999998	0.1208301510755626
120	41.14224999999999	-8.613499999999998	0.13092277774959543
121	41.14224999999999	-8.612749999999998	0.1428480717940971
122	41.14224999999999	-8.611999999999998	0.15336002323233164
123	41.14224999999999	-8.611249999999998	0.14539441405378387
124	41.14224999999999	-8.610499999999996	0.14080535279741524
125	41.14224999999999	-8.609749999999996	0.1372986374378665
126	41.14224999999999	-8.608999999999996	0.13132633790429352
127	41.14224999999999	-8.608249999999996	0.1161411745462974
128	41.14224999999999	-8.607499999999996	0.10195024797146798
129	41.14224999999999	-8.606749999999996	0.08651000611390497
130	41.14224999999999	-8.605999999999996	0.07671905485376611
131	41.14224999999999	-8.605249999999996	0.08329238663903912
132	41.14224999999999	-8.604499999999996	0.09888025313153606
133	41.14224999999999	-8.603749999999996	0.11882184426270079
134	41.14224999999999	-8.602999999999996	0.14113021740800036
135	41.14224999999999	-8.602249999999996	0.1471222762207962
136	41.14224999999999	-8.601499999999996	0.13271254600921248
137	41.14224999999999	-8.600749999999996	0.11760590409318511
138	41.14224999999999	-8.599999999999996	0.10539595700959943
139	41.14224999999999	-8.599249999999996	0.10046599107386417
140	41.14224999999999	-8.598499999999996	0.10998925412498317
141	41.14224999999999	-8.597749999999996	0.12811604307517255
142	41.14224999999999	-8.596999999999996	0.14742097437626342
143	41.14224999999999	-8.596249999999996	0.15189058600179128
144	41.14224999999999	-8.595499999999996	0.1581960745247132
145	41.14224999999999	-8.594749999999996	0.16997859517680627
146	41.14224999999999	-8.593999999999996	0.18532876301792164
147	41.14224999999999	-8.593249999999996	0.19360578309472087
148	41.14224999999999	-8.592499999999996	0.1859736286183811
149	41.14224999999999	-8.591749999999996	0.18204656869666405
150	41.14224999999999	-8.590999999999996	0.18403888478135746
151	41.14224999999999	-8.590249999999996	0.19235894561273484
152	41.14224999999999	-8.589499999999996	0.20578480374583422
153	41.14224999999999	-8.588749999999996	0.22270320060897678
154	41.14224999999999	-8.587999999999996	0.24121962539285638
155	41.14224999999999	-8.587249999999996	0.2581723700197852
156	41.14224999999999	-8.586499999999996	0.2578888352706038
157	41.14224999999999	-8.585749999999996	0.24734728928266236
158	41.14224999999999	-8.584999999999997	0.23542142654836548
159	41.14224999999999	-8.584249999999995	0.22685984364989173
