long,lat
41.14,-8.69
41.14,-8.6875
41.14,-8.685
41.14,-8.682500000000001
41.14,-8.680000000000001
41.14,-8.677500000000002
41.14,-8.675000000000002
41.14,-8.672500000000003
41.14,-8.670000000000003
41.14,-8.667500000000004
41.14,-8.665000000000004
41.14,-8.662500000000005
41.14,-8.660000000000005
41.14,-8.657500000000006
41.14,-8.655000000000006
41.14,-8.652500000000007
41.14,-8.650000000000007
41.14,-8.647500000000008
41.14,-8.645000000000008
41.14,-8.642500000000009
41.14,-8.64000000000001
41.14,-8.63750000000001
41.14,-8.63500000000001
41.14,-8.632500000000011
41.14,-8.630000000000011
41.14,-8.627500000000012
41.14,-8.625000000000012
41.14,-8.622500000000013
41.14,-8.620000000000013
41.14,-8.617500000000014
41.14,-8.615000000000014
41.14,-8.612500000000015
41.14,-8.610000000000015
41.14,-8.607500000000016
41.14,-8.605000000000016
41.14,-8.602500000000017
41.14,-8.600000000000017
41.14,-8.597500000000018
41.14,-8.595000000000018
41.14,-8.592500000000019
41.14,-8.59000000000002
41.14,-8.58750000000002
41.14,-8.58500000000002
41.14,-8.582500000000021
41.14,-8.580000000000021
41.14,-8.577500000000022
41.14,-8.575000000000022
41.14,-8.572500000000023
41.14,-8.570000000000023
41.14,-8.567500000000024
41.14,-8.565000000000024
41.14,-8.562500000000025
41.14,-8.560000000000025
41.14,-8.557500000000026
41.1425,-8.69
41.1425,-8.6875
41.1425,-8.685
41.1425,-8.682500000000001
41.1425,-8.680000000000001
41.1425,-8.677500000000002
41.1425,-8.675000000000002
41.1425,-8.672500000000003
41.1425,-8.670000000000003
41.1425,-8.667500000000004
41.1425,-8.665000000000004
41.1425,-8.662500000000005
41.1425,-8.660000000000005
41.1425,-8.657500000000006
41.1425,-8.655000000000006
41.1425,-8.652500000000007
41.1425,-8.650000000000007
41.1425,-8.647500000000008
41.1425,-8.645000000000008
41.1425,-8.642500000000009
41.1425,-8.64000000000001
41.1425,-8.63750000000001
41.1425,-8.63500000000001
41.1425,-8.632500000000011
41.1425,-8.630000000000011
41.1425,-8.627500000000012
41.1425,-8.625000000000012
41.1425,-8.622500000000013
41.1425,-8.620000000000013
41.1425,-8.617500000000014
41.1425,-8.615000000000014
41.1425,-8.612500000000015
41.1425,-8.610000000000015
41.1425,-8.607500000000016
41.1425,-8.605000000000016
41.1425,-8.602500000000017
41.1425,-8.600000000000017
41.1425,-8.597500000000018
41.1425,-8.595000000000018
41.1425,-8.592500000000019
41.1425,-8.59000000000002
41.1425,-8.58750000000002
41.1425,-8.58500000000002
41.1425,-8.582500000000021
41.1425,-8.580000000000021
41.1425,-8.577500000000022
41.1425,-8.575000000000022
41.1425,-8.572500000000023
41.1425,-8.570000000000023
41.1425,-8.567500000000024
41.1425,-8.565000000000024
41.1425,-8.562500000000025
41.1425,-8.560000000000025
41.1425,-8.557500000000026
41.144999999999996,-8.69
41.144999999999996,-8.6875
41.144999999999996,-8.685
41.144999999999996,-8.682500000000001
41.144999999999996,-8.680000000000001
41.144999999999996,-8.677500000000002
41.144999999999996,-8.675000000000002
41.144999999999996,-8.672500000000003
41.144999999999996,-8.670000000000003
41.144999999999996,-8.667500000000004
41.144999999999996,-8.665000000000004
41.144999999999996,-8.662500000000005
41.144999999999996,-8.660000000000005
41.144999999999996,-8.657500000000006
41.144999999999996,-8.655000000000006
41.144999999999996,-8.652500000000007
41.144999999999996,-8.650000000000007
41.144999999999996,-8.647500000000008
41.144999999999996,-8.645000000000008
41.144999999999996,-8.642500000000009
41.144999999999996,-8.64000000000001
41.144999999999996,-8.63750000000001
41.144999999999996,-8.63500000000001
41.144999999999996,-8.632500000000011
41.144999999999996,-8.630000000000011
41.144999999999996,-8.627500000000012
41.144999999999996,-8.625000000000012
41.144999999999996,-8.622500000000013
41.144999999999996,-8.620000000000013
41.144999999999996,-8.617500000000014
41.144999999999996,-8.615000000000014
41.144999999999996,-8.612500000000015
41.144999999999996,-8.610000000000015
41.144999999999996,-8.607500000000016
41.144999999999996,-8.605000000000016
41.144999999999996,-8.602500000000017
41.144999999999996,-8.600000000000017
41.144999999999996,-8.597500000000018
41.144999999999996,-8.595000000000018
41.144999999999996,-8.592500000000019
41.144999999999996,-8.59000000000002
41.144999999999996,-8.58750000000002
41.144999999999996,-8.58500000000002
41.144999999999996,-8.582500000000021
41.144999999999996,-8.580000000000021
41.144999999999996,-8.577500000000022
41.144999999999996,-8.575000000000022
41.144999999999996,-8.572500000000023
41.144999999999996,-8.570000000000023
41.144999999999996,-8.567500000000024
41.144999999999996,-8.565000000000024
41.144999999999996,-8.562500000000025
41.144999999999996,-8.560000000000025
41.144999999999996,-8.557500000000026
41.147499999999994,-8.69
41.147499999999994,-8.6875
41.147499999999994,-8.685
41.147499999999994,-8.682500000000001
41.147499999999994,-8.680000000000001
41.147499999999994,-8.677500000000002
41.147499999999994,-8.675000000000002
41.147499999999994,-8.672500000000003
41.147499999999994,-8.670000000000003
41.147499999999994,-8.667500000000004
41.147499999999994,-8.665000000000004
41.147499999999994,-8.662500000000005
41.147499999999994,-8.660000000000005
41.147499999999994,-8.657500000000006
41.147499999999994,-8.655000000000006
41.147499999999994,-8.652500000000007
41.147499999999994,-8.650000000000007
41.147499999999994,-8.647500000000008
41.147499999999994,-8.645000000000008
41.147499999999994,-8.642500000000009
41.147499999999994,-8.64000000000001
41.147499999999994,-8.63750000000001
41.147499999999994,-8.63500000000001
41.147499999999994,-8.632500000000011
41.147499999999994,-8.630000000000011
41.147499999999994,-8.627500000000012
41.147499999999994,-8.625000000000012
41.147499999999994,-8.622500000000013
41.147499999999994,-8.620000000000013
41.147499999999994,-8.617500000000014
41.147499999999994,-8.615000000000014
41.147499999999994,-8.612500000000015
41.147499999999994,-8.610000000000015
41.147499999999994,-8.607500000000016
41.147499999999994,-8.605000000000016
41.147499999999994,-8.602500000000017
41.147499999999994,-8.600000000000017
41.147499999999994,-8.597500000000018
41.147499999999994,-8.595000000000018
41.147499999999994,-8.592500000000019
41.147499999999994,-8.59000000000002
41.147499999999994,-8.58750000000002
41.147499999999994,-8.58500000000002
41.147499999999994,-8.582500000000021
41.147499999999994,-8.580000000000021
41.147499999999994,-8.577500000000022
41.147499999999994,-8.575000000000022
41.147499999999994,-8.572500000000023
41.147499999999994,-8.570000000000023
41.147499999999994,-8.567500000000024
41.147499999999994,-8.565000000000024
41.147499999999994,-8.562500000000025
41.147499999999994,-8.560000000000025
41.147499999999994,-8.557500000000026
41.14999999999999,-8.69
41.14999999999999,-8.6875
41.14999999999999,-8.685
41.14999999999999,-8.682500000000001
41.14999999999999,-8.680000000000001
41.14999999999999,-8.677500000000002
41.14999999999999,-8.675000000000002
41.14999999999999,-8.672500000000003
41.14999999999999,-8.670000000000003
41.14999999999999,-8.667500000000004
41.14999999999999,-8.665000000000004
41.14999999999999,-8.662500000000005
41.14999999999999,-8.660000000000005
41.14999999999999,-8.657500000000006
41.14999999999999,-8.655000000000006
41.14999999999999,-8.652500000000007
41.14999999999999,-8.650000000000007
41.14999999999999,-8.647500000000008
41.14999999999999,-8.645000000000008
41.14999999999999,-8.642500000000009
41.14999999999999,-8.64000000000001
41.14999999999999,-8.63750000000001
41.14999999999999,-8.63500000000001
41.14999999999999,-8.632500000000011
41.14999999999999,-8.630000000000011
41.14999999999999,-8.627500000000012
41.14999999999999,-8.625000000000012
41.14999999999999,-8.622500000000013
41.14999999999999,-8.620000000000013
41.14999999999999,-8.617500000000014
41.14999999999999,-8.615000000000014
41.14999999999999,-8.612500000000015
41.14999999999999,-8.610000000000015
41.14999999999999,-8.607500000000016
41.14999999999999,-8.605000000000016
41.14999999999999,-8.602500000000017
41.14999999999999,-8.600000000000017
41.14999999999999,-8.597500000000018
41.14999999999999,-8.595000000000018
41.14999999999999,-8.592500000000019
41.14999999999999,-8.59000000000002
41.14999999999999,-8.58750000000002
41.14999999999999,-8.58500000000002
41.14999999999999,-8.582500000000021
41.14999999999999,-8.580000000000021
41.14999999999999,-8.577500000000022
41.14999999999999,-8.575000000000022
41.14999999999999,-8.572500000000023
41.14999999999999,-8.570000000000023
41.14999999999999,-8.567500000000024
41.14999999999999,-8.565000000000024
41.14999999999999,-8.562500000000025
41.14999999999999,-8.560000000000025
41.14999999999999,-8.557500000000026
41.15249999999999,-8.69
41.15249999999999,-8.6875
41.15249999999999,-8.685
41.15249999999999,-8.682500000000001
41.15249999999999,-8.680000000000001
41.15249999999999,-8.677500000000002
41.15249999999999,-8.675000000000002
41.15249999999999,-8.672500000000003
41.15249999999999,-8.670000000000003
41.15249999999999,-8.667500000000004
41.15249999999999,-8.665000000000004
41.15249999999999,-8.662500000000005
41.15249999999999,-8.660000000000005
41.15249999999999,-8.657500000000006
41.15249999999999,-8.655000000000006
41.15249999999999,-8.652500000000007
41.15249999999999,-8.650000000000007
41.15249999999999,-8.647500000000008
41.15249999999999,-8.645000000000008
41.15249999999999,-8.642500000000009
41.15249999999999,-8.64000000000001
41.15249999999999,-8.63750000000001
41.15249999999999,-8.63500000000001
41.15249999999999,-8.632500000000011
41.15249999999999,-8.630000000000011
41.15249999999999,-8.627500000000012
41.15249999999999,-8.625000000000012
41.15249999999999,-8.622500000000013
41.15249999999999,-8.620000000000013
41.15249999999999,-8.617500000000014
41.15249999999999,-8.615000000000014
41.15249999999999,-8.612500000000015
41.15249999999999,-8.610000000000015
41.15249999999999,-8.607500000000016
41.15249999999999,-8.605000000000016
41.15249999999999,-8.602500000000017
41.15249999999999,-8.600000000000017
41.15249999999999,-8.597500000000018
41.15249999999999,-8.595000000000018
41.15249999999999,-8.592500000000019
41.15249999999999,-8.59000000000002
41.15249999999999,-8.58750000000002
