	lat	long	QOL
0	41.14	-8.619499999999912	0.12609125270667107
1	41.14	-8.618999999999911	0.12243231039301043
2	41.14	-8.618499999999912	0.12101655320353093
3	41.14	-8.617999999999912	0.11541369452137488
4	41.14	-8.617499999999911	0.10951935425064246
5	41.14	-8.61699999999991	0.10589473622737011
6	41.14	-8.616499999999911	0.10976944292074305
7	41.14	-8.615999999999909	0.11295629004505572
8	41.14	-8.615499999999907	0.11331972163451147
9	41.14	-8.614999999999908	0.11828264054504911
10	41.14	-8.614499999999907	0.12470185640748109
11	41.14	-8.613999999999907	0.13203841195767502
12	41.14	-8.613499999999906	0.14007478170771567
13	41.14	-8.612999999999905	0.14814826599979097
14	41.14	-8.612499999999907	0.1490018941557179
15	41.14	-8.611999999999904	0.14163416416464744
16	41.14	-8.611499999999904	0.13543605690793561
17	41.14	-8.610999999999903	0.12964672340103475
18	41.14	-8.610499999999902	0.12502098373196222
19	41.14	-8.609999999999902	0.12010183555413015
20	41.14	-8.596999999999888	0.17396187314829903
21	41.14	-8.596499999999885	0.16884692339951496
22	41.14	-8.595999999999885	0.16814881638558157
23	41.14	-8.595499999999884	0.17831897766728236
24	41.14	-8.594999999999883	0.19248763091950896
25	41.14	-8.594499999999883	0.20757511501993742
26	41.14	-8.593999999999884	0.22302018963304088
27	41.14	-8.593499999999883	0.2365760040586587
28	41.14	-8.592999999999881	0.23271101961398108
29	41.14	-8.59249999999988	0.22907030950136853
30	41.14	-8.59199999999988	0.22487522057684892
31	41.14	-8.59149999999988	0.2194162378297359
32	41.14	-8.590999999999879	0.22143572991978422
33	41.14	-8.590499999999878	0.23511088239582956
34	41.1405	-8.620499999999915	0.12616058444333159
35	41.1405	-8.619999999999914	0.11638177133771031
36	41.1405	-8.619499999999912	0.10892951376591925
37	41.1405	-8.618999999999911	0.10462317584290168
38	41.1405	-8.618499999999912	0.10242768536963123
39	41.1405	-8.617999999999912	0.10216416783943309
40	41.1405	-8.617499999999911	0.0942194311010812
41	41.1405	-8.61699999999991	0.09019783524621096
42	41.1405	-8.616499999999911	0.0949579801523931
43	41.1405	-8.615999999999909	0.09649086580274632
44	41.1405	-8.615499999999907	0.10097785774153721
45	41.1405	-8.614999999999908	0.10861695539650856
46	41.1405	-8.614499999999907	0.11633860385152973
47	41.1405	-8.613999999999907	0.12390027434587421
48	41.1405	-8.613499999999906	0.13150857768515256
49	41.1405	-8.612999999999905	0.13971098773501128
50	41.1405	-8.612499999999907	0.14610213958532253
51	41.1405	-8.611999999999904	0.1382533385189373
52	41.1405	-8.611499999999904	0.1322088591700785
53	41.1405	-8.610999999999903	0.1275754422093212
54	41.1405	-8.610499999999902	0.12449994376305104
55	41.1405	-8.609999999999902	0.1212036056384633
56	41.1405	-8.609499999999901	0.12044199501356939
57	41.1405	-8.6089999999999	0.1235513322150483
58	41.1405	-8.6084999999999	0.13001353181276692
59	41.1405	-8.6079999999999	0.13893322657354962
60	41.1405	-8.607499999999899	0.13729136492439564
61	41.1405	-8.597999999999887	0.17132156644110555
62	41.1405	-8.597499999999886	0.1710880218036583
63	41.1405	-8.596999999999888	0.16555547062718717
64	41.1405	-8.596499999999885	0.16104939008973582
65	41.1405	-8.595999999999885	0.1602383590832497
66	41.1405	-8.595499999999884	0.16975440763922475
67	41.1405	-8.594999999999883	0.18465073186053413
68	41.1405	-8.594499999999883	0.200148888927679
69	41.1405	-8.593999999999884	0.2158828511261758
70	41.1405	-8.593499999999883	0.229737156547451
71	41.1405	-8.592999999999881	0.22598235603452826
72	41.1405	-8.59249999999988	0.22240943809022393
73	41.1405	-8.59199999999988	0.21713809209737603
74	41.1405	-8.59149999999988	0.21224946129681102
75	41.1405	-8.590999999999879	0.21536838740833372
76	41.1405	-8.590499999999878	0.22854579303728195
77	41.1405	-8.589999999999879	0.24312922511958363
78	41.1405	-8.589499999999878	0.2581144015983155
79	41.1405	-8.588999999999876	0.27347945480916663
80	41.1405	-8.57599999999986	0.4218151876822166
81	41.1405	-8.575499999999861	0.4343690331750091
82	41.14100000000001	-8.620999999999915	0.12886316814299417
