lat,long
41.143000000000015,-8.623999999999919
41.143000000000015,-8.623499999999918
41.143000000000015,-8.622999999999918
41.143000000000015,-8.622499999999917
41.143000000000015,-8.621999999999916
41.143000000000015,-8.621499999999916
41.143000000000015,-8.620999999999915
41.143000000000015,-8.620499999999915
41.143000000000015,-8.619999999999914
41.143000000000015,-8.619499999999913
41.143000000000015,-8.618999999999913
41.143000000000015,-8.618499999999912
41.143000000000015,-8.617999999999912
41.143000000000015,-8.617499999999911
41.143000000000015,-8.61699999999991
41.143000000000015,-8.61649999999991
41.143000000000015,-8.615999999999909
41.143000000000015,-8.615499999999908
41.143000000000015,-8.614999999999908
41.143000000000015,-8.614499999999907
41.143000000000015,-8.613999999999907
41.143000000000015,-8.613499999999906
41.143000000000015,-8.612999999999905
41.143000000000015,-8.612499999999905
41.143000000000015,-8.611999999999904
41.143000000000015,-8.611499999999904
41.143000000000015,-8.610999999999903
41.143000000000015,-8.610499999999902
41.143000000000015,-8.609999999999902
41.143000000000015,-8.609499999999901
41.143000000000015,-8.6089999999999
41.143000000000015,-8.6084999999999
41.143000000000015,-8.6079999999999
41.143000000000015,-8.607499999999899
41.143000000000015,-8.606999999999898
41.143000000000015,-8.606499999999897
41.143000000000015,-8.605999999999897
41.143000000000015,-8.605499999999896
41.143000000000015,-8.604999999999896
41.143000000000015,-8.604499999999895
41.143000000000015,-8.603999999999894
41.143000000000015,-8.603499999999894
41.143000000000015,-8.602999999999893
41.143000000000015,-8.602499999999893
41.143000000000015,-8.601999999999892
41.143000000000015,-8.601499999999891
41.143000000000015,-8.60099999999989
41.143000000000015,-8.60049999999989
41.143000000000015,-8.59999999999989
41.143000000000015,-8.599499999999889
41.143000000000015,-8.598999999999888
41.143000000000015,-8.598499999999888
41.143000000000015,-8.597999999999887
41.143000000000015,-8.597499999999886
41.143000000000015,-8.596999999999886
41.143000000000015,-8.596499999999885
41.143000000000015,-8.595999999999885
41.143000000000015,-8.595499999999884
41.143000000000015,-8.594999999999883
41.143000000000015,-8.594499999999883
41.143000000000015,-8.593999999999882
41.143000000000015,-8.593499999999882
41.143000000000015,-8.592999999999881
41.143000000000015,-8.59249999999988
41.143000000000015,-8.59199999999988
41.143000000000015,-8.59149999999988
41.143000000000015,-8.590999999999879
41.143000000000015,-8.590499999999878
41.143000000000015,-8.589999999999877
41.143000000000015,-8.589499999999877
41.143000000000015,-8.588999999999876
41.143000000000015,-8.588499999999875
41.143000000000015,-8.587999999999875
41.143000000000015,-8.587499999999874
41.143000000000015,-8.586999999999874
41.143000000000015,-8.586499999999873
41.143000000000015,-8.585999999999872
41.143000000000015,-8.585499999999872
41.143000000000015,-8.584999999999871
41.143000000000015,-8.58449999999987
41.143000000000015,-8.58399999999987
41.143000000000015,-8.58349999999987
41.143000000000015,-8.582999999999869
41.143000000000015,-8.582499999999868
41.143000000000015,-8.581999999999868
41.143000000000015,-8.581499999999867
41.143000000000015,-8.580999999999866
41.143000000000015,-8.580499999999866
41.143000000000015,-8.579999999999865
41.143000000000015,-8.579499999999864
41.143000000000015,-8.578999999999864
41.143000000000015,-8.578499999999863
41.143000000000015,-8.577999999999863
41.143000000000015,-8.577499999999862
41.143000000000015,-8.576999999999861
41.143000000000015,-8.57649999999986
41.143000000000015,-8.57599999999986
41.143000000000015,-8.57549999999986
41.143000000000015,-8.574999999999859
41.143000000000015,-8.574499999999858
41.14350000000002,-8.664499999999968
41.14350000000002,-8.663999999999968
41.14350000000002,-8.663499999999967
41.14350000000002,-8.662999999999967
41.14350000000002,-8.662499999999966
41.14350000000002,-8.661999999999965
41.14350000000002,-8.661499999999965
41.14350000000002,-8.660999999999964
41.14350000000002,-8.660499999999963
41.14350000000002,-8.659999999999963
41.14350000000002,-8.659499999999962
41.14350000000002,-8.658999999999962
41.14350000000002,-8.658499999999961
41.14350000000002,-8.65799999999996
41.14350000000002,-8.65749999999996
41.14350000000002,-8.65699999999996
41.14350000000002,-8.625999999999921
41.14350000000002,-8.62549999999992
41.14350000000002,-8.62499999999992
41.14350000000002,-8.62449999999992
41.14350000000002,-8.623999999999919
41.14350000000002,-8.623499999999918
41.14350000000002,-8.622999999999918
41.14350000000002,-8.622499999999917
41.14350000000002,-8.621999999999916
41.14350000000002,-8.621499999999916
41.14350000000002,-8.620999999999915
41.14350000000002,-8.620499999999915
41.14350000000002,-8.619999999999914
41.14350000000002,-8.619499999999913
41.14350000000002,-8.618999999999913
41.14350000000002,-8.618499999999912
41.14350000000002,-8.617999999999912
41.14350000000002,-8.617499999999911
41.14350000000002,-8.61699999999991
41.14350000000002,-8.61649999999991
41.14350000000002,-8.615999999999909
41.14350000000002,-8.615499999999908
41.14350000000002,-8.614999999999908
41.14350000000002,-8.614499999999907
41.14350000000002,-8.613999999999907
41.14350000000002,-8.613499999999906
41.14350000000002,-8.612999999999905
41.14350000000002,-8.612499999999905
41.14350000000002,-8.611999999999904
41.14350000000002,-8.611499999999904
41.14350000000002,-8.610999999999903
41.14350000000002,-8.610499999999902
41.14350000000002,-8.609999999999902
41.14350000000002,-8.609499999999901
41.14350000000002,-8.6089999999999
41.14350000000002,-8.6084999999999
41.14350000000002,-8.6079999999999
41.14350000000002,-8.607499999999899
41.14350000000002,-8.606999999999898
41.14350000000002,-8.606499999999897
41.14350000000002,-8.605999999999897
41.14350000000002,-8.605499999999896
41.14350000000002,-8.604999999999896
41.14350000000002,-8.604499999999895
41.14350000000002,-8.603999999999894
41.14350000000002,-8.603499999999894
41.14350000000002,-8.602999999999893
41.14350000000002,-8.602499999999893
41.14350000000002,-8.601999999999892
41.14350000000002,-8.601499999999891
41.14350000000002,-8.60099999999989
41.14350000000002,-8.60049999999989
41.14350000000002,-8.59999999999989
41.14350000000002,-8.599499999999889
41.14350000000002,-8.598999999999888
41.14350000000002,-8.598499999999888
41.14350000000002,-8.597999999999887
41.14350000000002,-8.597499999999886
41.14350000000002,-8.596999999999886
41.14350000000002,-8.596499999999885
41.14350000000002,-8.595999999999885
41.14350000000002,-8.595499999999884
41.14350000000002,-8.594999999999883
41.14350000000002,-8.594499999999883
41.14350000000002,-8.593999999999882
41.14350000000002,-8.593499999999882
41.14350000000002,-8.592999999999881
41.14350000000002,-8.59249999999988
41.14350000000002,-8.59199999999988
41.14350000000002,-8.59149999999988
41.14350000000002,-8.590999999999879
41.14350000000002,-8.590499999999878
41.14350000000002,-8.589999999999877
41.14350000000002,-8.589499999999877
41.14350000000002,-8.588999999999876
41.14350000000002,-8.588499999999875
41.14350000000002,-8.587999999999875
41.14350000000002,-8.587499999999874
41.14350000000002,-8.586999999999874
41.14350000000002,-8.586499999999873
41.14350000000002,-8.585999999999872
41.14350000000002,-8.585499999999872
41.14350000000002,-8.584999999999871
41.14350000000002,-8.58449999999987
41.14350000000002,-8.58399999999987
41.14350000000002,-8.58349999999987
41.14350000000002,-8.582999999999869
41.14350000000002,-8.582499999999868
41.14350000000002,-8.581999999999868
41.14350000000002,-8.581499999999867
41.14350000000002,-8.580999999999866
41.14350000000002,-8.580499999999866
41.14350000000002,-8.579999999999865
41.14350000000002,-8.579499999999864
41.14350000000002,-8.578999999999864
41.14350000000002,-8.578499999999863
41.14350000000002,-8.577999999999863
41.14350000000002,-8.577499999999862
41.14350000000002,-8.576999999999861
41.14350000000002,-8.57649999999986
41.14350000000002,-8.57599999999986
41.14350000000002,-8.57549999999986
41.14350000000002,-8.574999999999859
41.14350000000002,-8.574499999999858
41.14350000000002,-8.573999999999858
41.14400000000002,-8.66599999999997
41.14400000000002,-8.66549999999997
41.14400000000002,-8.664999999999969
41.14400000000002,-8.664499999999968
41.14400000000002,-8.663999999999968
41.14400000000002,-8.663499999999967
41.14400000000002,-8.662999999999967
41.14400000000002,-8.662499999999966
41.14400000000002,-8.661999999999965
41.14400000000002,-8.661499999999965
41.14400000000002,-8.660999999999964
41.14400000000002,-8.660499999999963
41.14400000000002,-8.659999999999963
41.14400000000002,-8.659499999999962
41.14400000000002,-8.658999999999962
41.14400000000002,-8.658499999999961
41.14400000000002,-8.65799999999996
41.14400000000002,-8.65749999999996
41.14400000000002,-8.65699999999996
41.14400000000002,-8.656499999999959
41.14400000000002,-8.655999999999958
41.14400000000002,-8.655499999999957
41.14400000000002,-8.627499999999923
41.14400000000002,-8.626999999999923
41.14400000000002,-8.626499999999922
41.14400000000002,-8.625999999999921
41.14400000000002,-8.62549999999992
41.14400000000002,-8.62499999999992
41.14400000000002,-8.62449999999992
41.14400000000002,-8.623999999999919
41.14400000000002,-8.623499999999918
41.14400000000002,-8.622999999999918
41.14400000000002,-8.622499999999917
41.14400000000002,-8.621999999999916
41.14400000000002,-8.621499999999916
41.14400000000002,-8.620999999999915
41.14400000000002,-8.620499999999915
41.14400000000002,-8.619999999999914
41.14400000000002,-8.619499999999913
41.14400000000002,-8.618999999999913
41.14400000000002,-8.618499999999912
41.14400000000002,-8.617999999999912
41.14400000000002,-8.617499999999911
41.14400000000002,-8.61699999999991
41.14400000000002,-8.61649999999991
41.14400000000002,-8.615999999999909
41.14400000000002,-8.615499999999908
41.14400000000002,-8.614999999999908
41.14400000000002,-8.614499999999907
41.14400000000002,-8.613999999999907
41.14400000000002,-8.613499999999906
41.14400000000002,-8.612999999999905
41.14400000000002,-8.612499999999905
41.14400000000002,-8.611999999999904
41.14400000000002,-8.611499999999904
41.14400000000002,-8.610999999999903
41.14400000000002,-8.610499999999902
41.14400000000002,-8.609999999999902
41.14400000000002,-8.609499999999901
41.14400000000002,-8.6089999999999
41.14400000000002,-8.6084999999999
41.14400000000002,-8.6079999999999
41.14400000000002,-8.607499999999899
41.14400000000002,-8.606999999999898
41.14400000000002,-8.606499999999897
41.14400000000002,-8.605999999999897
41.14400000000002,-8.605499999999896
41.14400000000002,-8.604999999999896
41.14400000000002,-8.604499999999895
41.14400000000002,-8.603999999999894
41.14400000000002,-8.603499999999894
41.14400000000002,-8.602999999999893
41.14400000000002,-8.602499999999893
41.14400000000002,-8.601999999999892
41.14400000000002,-8.601499999999891
41.14400000000002,-8.60099999999989
41.14400000000002,-8.60049999999989
41.14400000000002,-8.59999999999989
41.14400000000002,-8.599499999999889
41.14400000000002,-8.598999999999888
41.14400000000002,-8.598499999999888
41.14400000000002,-8.597999999999887
41.14400000000002,-8.597499999999886
41.14400000000002,-8.596999999999886
41.14400000000002,-8.596499999999885
41.14400000000002,-8.595999999999885
41.14400000000002,-8.595499999999884
41.14400000000002,-8.594999999999883
41.14400000000002,-8.594499999999883
41.14400000000002,-8.593999999999882
41.14400000000002,-8.593499999999882
41.14400000000002,-8.592999999999881
41.14400000000002,-8.59249999999988
41.14400000000002,-8.59199999999988
41.14400000000002,-8.59149999999988
41.14400000000002,-8.590999999999879
41.14400000000002,-8.590499999999878
41.14400000000002,-8.589999999999877
41.14400000000002,-8.589499999999877
41.14400000000002,-8.588999999999876
41.14400000000002,-8.588499999999875
41.14400000000002,-8.587999999999875
41.14400000000002,-8.587499999999874
41.14400000000002,-8.586999999999874
41.14400000000002,-8.586499999999873
41.14400000000002,-8.585999999999872
41.14400000000002,-8.585499999999872
41.14400000000002,-8.584999999999871
41.14400000000002,-8.58449999999987
41.14400000000002,-8.58399999999987
41.14400000000002,-8.58349999999987
41.14400000000002,-8.582999999999869
41.14400000000002,-8.582499999999868
41.14400000000002,-8.581999999999868
41.14400000000002,-8.581499999999867
41.14400000000002,-8.580999999999866
41.14400000000002,-8.580499999999866
41.14400000000002,-8.579999999999865
41.14400000000002,-8.579499999999864
41.14400000000002,-8.578999999999864
41.14400000000002,-8.578499999999863
41.14400000000002,-8.577999999999863
41.14400000000002,-8.577499999999862
41.14400000000002,-8.576999999999861
41.14400000000002,-8.57649999999986
41.14400000000002,-8.57599999999986
41.14400000000002,-8.57549999999986
41.14400000000002,-8.574999999999859
41.14400000000002,-8.574499999999858
41.14400000000002,-8.573999999999858
41.14450000000002,-8.666999999999971
41.14450000000002,-8.66649999999997
41.14450000000002,-8.66599999999997
41.14450000000002,-8.66549999999997
41.14450000000002,-8.664999999999969
41.14450000000002,-8.664499999999968
41.14450000000002,-8.663999999999968
41.14450000000002,-8.663499999999967
41.14450000000002,-8.662999999999967
41.14450000000002,-8.662499999999966
41.14450000000002,-8.661999999999965
41.14450000000002,-8.661499999999965
41.14450000000002,-8.660999999999964
41.14450000000002,-8.660499999999963
41.14450000000002,-8.659999999999963
41.14450000000002,-8.659499999999962
41.14450000000002,-8.658999999999962
41.14450000000002,-8.658499999999961
41.14450000000002,-8.65799999999996
41.14450000000002,-8.65749999999996
41.14450000000002,-8.65699999999996
41.14450000000002,-8.656499999999959
41.14450000000002,-8.655999999999958
41.14450000000002,-8.655499999999957
41.14450000000002,-8.654999999999957
41.14450000000002,-8.654499999999956
41.14450000000002,-8.653999999999956
41.14450000000002,-8.628999999999925
41.14450000000002,-8.628499999999924
41.14450000000002,-8.627999999999924
41.14450000000002,-8.627499999999923
41.14450000000002,-8.626999999999923
41.14450000000002,-8.626499999999922
41.14450000000002,-8.625999999999921
41.14450000000002,-8.62549999999992
41.14450000000002,-8.62499999999992
41.14450000000002,-8.62449999999992
41.14450000000002,-8.623999999999919
41.14450000000002,-8.623499999999918
41.14450000000002,-8.622999999999918
41.14450000000002,-8.622499999999917
41.14450000000002,-8.621999999999916
41.14450000000002,-8.621499999999916
41.14450000000002,-8.620999999999915
41.14450000000002,-8.620499999999915
41.14450000000002,-8.619999999999914
41.14450000000002,-8.619499999999913
41.14450000000002,-8.618999999999913
41.14450000000002,-8.618499999999912
41.14450000000002,-8.617999999999912
41.14450000000002,-8.617499999999911
41.14450000000002,-8.61699999999991
41.14450000000002,-8.61649999999991
41.14450000000002,-8.615999999999909
41.14450000000002,-8.615499999999908
41.14450000000002,-8.614999999999908
41.14450000000002,-8.614499999999907
41.14450000000002,-8.613999999999907
41.14450000000002,-8.613499999999906
41.14450000000002,-8.612999999999905
41.14450000000002,-8.612499999999905
41.14450000000002,-8.611999999999904
41.14450000000002,-8.611499999999904
41.14450000000002,-8.610999999999903
41.14450000000002,-8.610499999999902
41.14450000000002,-8.609999999999902
41.14450000000002,-8.609499999999901
41.14450000000002,-8.6089999999999
41.14450000000002,-8.6084999999999
41.14450000000002,-8.6079999999999
41.14450000000002,-8.607499999999899
41.14450000000002,-8.606999999999898
41.14450000000002,-8.606499999999897
41.14450000000002,-8.605999999999897
