,objectid,codigo,coord_x,coord_y,tipo,n_policia,observacao,fotos,morada,concelho,freguesia,zonam_and,descricao,name,cod_gis,cod_topo,cod_freg,n_ordem,cod_sgr,x,y
759,5798,9AG2,166533.08105776,471489.02770254,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\NTT 1.TIF, ,VALONGO,ERMESINDE,C9,9 DE AGOSTO,9 de Agosto,,,,,,-8.53220102425244,41.21188917159037
760,5799,GAN2,164218.16705319,471887.08452937,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\GAN 2.TIF,RUA D. AFONSO HENRIQUES,MAIA,ÁGUAS SANTAS,C9,GANDRA,Gandra,,,,,,-8.559825932699633,41.2153741512178
761,5800,GAS1,156765.55123189,464479.55843461,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\GAS 1.TIF,RUA OURO,PORTO,LORDELO DO OURO,C2,GÁS,GÁS,06011300030,ROURO0,06,00030,0113,-8.64816573999573,41.14831296095452
762,5801,GAS2,156733.92247191,464480.33078332,postalete, , ,D:\SIG\FOTOS\GAS 2_E.TIF,RUA OURO,PORTO,LORDELO DO OURO,C2,GÁS,GÁS,06011300031,ROURO0,06,00031,0113,-8.648542545837323,41.14831822341884
763,5802,GAS3,156719.06916139,464473.49030515,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\GAS 3.TIF,RUA OURO,PORTO,LORDELO DO OURO,C2,GÁS,GÁS,06011300032,ROURO0,06,00032,0113,-8.64871898970951,41.14825583729967
764,5803,GATS1,155381.2761912,471416.47639545,postalete, , ,D:\SIG\FOTOS\GATS1.TIF,RUA PONTE DO CARRO,MATOSINHOS,GUIFÕES,C3,GATÕES,Gatões,,,,,,-8.665161597050004,41.21069632349384
765,5804,GATS2,155422.35909751,471360.48141577,com painel abrigo, , ,D:\SIG\FOTOS\GATS2.TIF,RUA PONTE DO CARRO,MATOSINHOS,GUIFÕES,C3,GATÕES,Gatões,,,,,,-8.664667668032758,41.21019443144794
766,5805,GAZ1,159796.35751013,460581.84805902,postalete, , ,D:\SIG\FOTOS\GAZ 1.TIF,RUA FERNAO LOPES,VILA NOVA DE GAIA,MAFAMUDE,S8,GOMES AZURARA,Gomes Azurara,,,,,,-8.61180730587802,41.11337430371914
767,5806,GAZ2,159865.40637812,460597.13105839,com painel abrigo, , ,D:\SIG\FOTOS\GAZ 2.TIF,RUA FERNAO LOPES,VILA NOVA DE GAIA,MAFAMUDE,S8,GOMES AZURARA,Gomes Azurara,,,,,,-8.610986248639696,41.113515337562866
768,5807,BVE1,164927.29097487,472065.18371452,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\GAZL1.TIF,RUA VASCO GAMA,VALONGO,ERMESINDE,C9,ERMESINDE - B. V.,Ermesinde - B. V.,,,,,,-8.551380644484526,41.21700880615765
769,5808,MPAZ5,156475.34122903,467665.46106364,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\MPV 1.TIF,RUA MANUEL PINTO AZEVEDO,PORTO,RAMALDE,C2,MAN. P. AZEVEDO 3,Man. P. Azevedo 3,11000900113,RMPAZ0,11,00090,0113,-8.651849469899094,41.176982774352666
770,5809,MPAZ7,156456.0115939,467558.86336722,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\MPV 2.TIF,RUA CONDE COVILHA,PORTO,RAMALDE,C2,MAN. P. AZEVEDO 3,Man. P. Azevedo 3,11000550113,RCCOV0,11,00055,0113,-8.65207222060539,41.17602194373488
771,5810,MPAZ6,156560.70287076,467551.37829509,com painel abrigo, , ,D:\SIG\FOTOS\MPV 3.TIF,RUA MANUEL PINTO AZEVEDO,PORTO,RAMALDE,C2,MAN. P. AZEVEDO 3,Man. P. Azevedo 3,11000910113,RMPAZ0,11,00091,0113,-8.650824111579777,41.175960193758364
772,5811,RSR3,156791.98677374,468713.76796708,postalete, , ,D:\SIG\FOTOS\MPV 5.TIF,RUA SENHOR,MATOSINHOS,SENHORA DA HORA,C2,R. DO SENHOR,R. do Senhor,,,,,,-8.64815019593132,41.18643857690475
773,5812,RSR4,156804.96116769,468684.57033156,postalete, , ,D:\SIG\FOTOS\MPV 6.TIF,RUA SENHOR,MATOSINHOS,SENHORA DA HORA,C2,R. DO SENHOR,R. do Senhor,,,,,,-8.647993493471116,41.18617638055898
774,5813,EFRD2,157082.1784311,467003.50516407,com painel abrigo, , ,D:\SIG\FOTOS\MPV11.TIF,RUA MANUEL PINTO AZEVEDO,PORTO,RAMALDE,C2,ENG. FERREIRA DIAS,Eng. Ferreira Dias,11000920113,RMPAZ0,11,00092,0113,-8.644571354904535,41.17105513121914
775,5814,EFRD1,157080.11180896,466983.08090539,com painel abrigo, , ,D:\SIG\FOTOS\MPV12.TIF,RUA MANUEL PINTO AZEVEDO,PORTO,RAMALDE,C2,ENG. FERREIRA DIAS,Eng. Ferreira Dias,11000930113,RMPAZ0,11,00093,0113,-8.644594545752655,41.170871123862455
776,5815,MPAZ3,156854.1728932,467252.53848572,postalete, , ,D:\SIG\FOTOS\MPV21.TIF,RUA MANUEL PINTO AZEVEDO,PORTO,RAMALDE,C2,MAN. P. AZEVEDO 1,Man. P. Azevedo 1,11000940113,RMPAZ0,11,00094,0113,-8.647305810925959,41.173285233796996
777,5816,MPAZ1,156896.73331804,467187.01349016,com painel abrigo, , ,D:\SIG\FOTOS\MPV22.TIF,RUA MANUEL PINTO AZEVEDO,PORTO,RAMALDE,C2,MAN. P. AZEVEDO 1,Man. P. Azevedo 1,11000950113,RMPAZ0,11,00095,0113,-8.646794029425038,41.17269753084932
778,5817,MPAZ4,156739.27598383,467377.40771731,com painel abrigo, , ,D:\SIG\FOTOS\MPV31.TIF,RUA MANUEL PINTO AZEVEDO,PORTO,RAMALDE,C2,MAN. P. AZEVEDO 2,Man. P. Azevedo 2,11000960113,RMPAZ0,11,00096,0113,-8.648683789199428,41.17440338570065
779,5818,MPAZ2,156748.92166407,467346.81000003,com painel abrigo, , ,D:\SIG\FOTOS\MPV32.TIF,RUA MANUEL PINTO AZEVEDO,PORTO,RAMALDE,C2,MAN. P. AZEVEDO 2,Man. P. Azevedo 2,11000970113,RMPAZ0,11,00097,0113,-8.648566680979446,41.174128405894244
780,5819,MRD,160785.6900033,464719.8699981,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\MRD.TIF,RUA SANTOS POUSADA,PORTO,BONFIM,C1,MOREDA,Moreda,02011300030,RSPOU0,02,00030,0113,-8.600294323965455,41.1506816665934
781,5820,MRG1,159244.06533081,463710.82385618,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\MRG 1.TIF,RUA NOVA ALFANDEGA,PORTO,MIRAGAIA,C1,MIRAGAIA,Miragaia,08011300004,RNALF0,08,00004,0113,-8.618591118104131,41.14152003363384
782,5821,MRG2,159212.85401403,463721.55639394,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\MRG 2.TIF,RUA NOVA ALFANDEGA,PORTO,MIRAGAIA,C1,MIRAGAIA,Miragaia,08011300005,RNALF0,08,00005,0113,-8.618963576826424,41.14161509607502
783,5822,MRI1,158860.89154103,462187.17707468,postalete, , ,D:\SIG\FOTOS\MRI 1.TIF,RUA BARAO DO CORVO,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,MARIANI,Mariani,,,,,,-8.623052399620898,41.12778173964644
784,5823,MRI2,158844.77987905,462192.88915055,postalete, , ,D:\SIG\FOTOS\MRI 2.TIF,RUA BARAO DO CORVO,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,MARIANI,Mariani,,,,,,-8.623244641492922,41.127832352461596
785,5824,MRL,159678.57195597,464954.40380514,postalete,256, ,D:\SIG\FOTOS\MRL.TIF,RUA MARTIRES DA LIBERDADE,PORTO,CEDOFEITA,C1,MÁRTIRES LIBERDADE,Mártires Liberdade,04011300028,RMLIB0,04,00028,0113,-8.613497940526058,41.15273896680156
786,5825,MRR1,159128.50002983,465956.50801742,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\MRR 1.TIF,RUA BRITO CAPELO,PORTO,CEDOFEITA,C1,MARRACUENE,Marracuene,04011300029,RBCAP0,04,00029,0113,-8.620117695774992,41.16173423374242
787,5826,MRR2,159158.68917117,466052.42334258,postalete, , ,D:\SIG\FOTOS\MRR 2.TIF,RUA EGAS MONIZ,PORTO,CEDOFEITA,C1,MARRACUENE,Marracuene,04011300030,REMON0,04,00030,0113,-8.61976442736467,41.16259937480655
788,5827,MRS2,158056.68517186,466029.92457016,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\MRS 2.TIF,RUA 5 DE OUTUBRO,PORTO,RAMALDE,C1,MOREIRA SÁ,Moreira Sá,11000630113,RCOUT0,11,00063,0113,-8.632892483968265,41.162340344140226
789,5828,MSB1,155546.20249818,472322.99158835,postalete, , ,D:\SIG\FOTOS\MSB 1.TIF,RUA SAO BRAS,MATOSINHOS,SANTA CRUZ DO BISPO,C4,MONTE S. BRÁS,Monte S. BrÁs,,,,,,-8.663261289958623,41.21886754052144
790,5829,MSB2,155544.52999944,472311.2899962,postalete, , ,D:\SIG\FOTOS\MSB 2.TIF,RUA SAO BRAS,MATOSINHOS,SANTA CRUZ DO BISPO,C4,MONTE S.BRÁS,Monte S.brÁs,,,,,,-8.663280380087912,41.21876208921443
791,5830,MSLD,153938.29979287,465898.64180842,postalete, , ,D:\SIG\FOTOS\MSLD.TIF,RUA PEDRO DE ALENQUER,PORTO,NEVOGILDE,C2,MARECHAL SALDANHA,Marechal Saldanha,09011300038,RPALE2,09,00038,0113,-8.681949774195589,41.16093388288809
792,5831,MCE1,158093.2508307,464296.65315417,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\MSS 1.TIF,RUA BASILIO TELES DAS PEDRAS,PORTO,MASSARELOS,C1,MUSEU C. ELÉCTRICO,Museu C. Eléctrico,07011300008,ABTEL0,07,00008,0113,-8.632338036257458,41.14673601693363
793,5832,MCE3,158095.26980181,464309.79093329,com painel abrigo, , ,D:\SIG\FOTOS\MSS 1_E.TIF,RUA BASILIO TELES DAS PEDRAS,PORTO,MASSARELOS,C1,MUSEU C. ELÉTRICO,Museu C. Elétrico,07011300009,ABTEL0,07,00009,0113,-8.63231488711821,41.146854412472536
794,5833,MCE2,158101.02023681,464272.91670504,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\MSS 2.TIF,RUA BASILIO TELES DAS PEDRAS,PORTO,MASSARELOS,C1,MUSEU C. ELÉCTRICO,Museu C. Eléctrico,07011300010,ABTEL0,07,00010,0113,-8.632243865660008,41.14652269796381
795,5834,MCE4,158090.90971162,464301.98381908,com painel abrigo, , ,D:\SIG\FOTOS\MSS 2_E.TIF,RUA BASILIO TELES DAS PEDRAS,PORTO,MASSARELOS,C1,MUSEU C. ELÉTRICO,Museu C. Elétrico,07011300011,ABTEL0,07,00011,0113,-8.632366287339877,41.14678389189487
796,5835,MSTO1,159106.83701659,466933.15376519,postalete, ,1,D:\SIG\FOTOS\MSTO1.TIF,RUA MONSANTO,PORTO,PARANHOS,C1,MONSANTO,Monsanto,10011300133,RMONS0,10,00133,0113,-8.620441126751777,41.17052678409185
797,5836,MSTO2,159132.87864158,466903.19182368,postalete, ,1,D:\SIG\FOTOS\MSTO2.TIF,RUA NOVA DO REGADO,PORTO,PARANHOS,C1,MONSANTO,Monsanto,10011300137,RNREG0,10,00137,0113,-8.620128818613336,41.17025832663812
798,5837,ERM2,164731.20295523,472059.1296789,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ERM 2.TIF,RUA RODRIGUES FREITAS,VALONGO,ERMESINDE,C9,ERMESINDE (ESTAÇÃO),Ermesinde (Estação),,,,,,-8.553718491914395,41.21694576934829
799,5838,ERM3,164734.90294177,472029.48295453,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\ERM 3.TIF,RUA RODRIGUES FREITAS,VALONGO,ERMESINDE,C9,ERMESINDE (ESTAÇÃO),Ermesinde (Estação),,,,,,-8.553672656511115,41.21667899357649
800,5839,ERMD1,165833.60352872,472635.47867575,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ERMD1.TIF,RUA SAO VICENTE,VALONGO,ALFENA,C9,ERMIDA,Ermida,,,,,,-8.540605530592343,41.222182521191336
801,5840,ERMD2,165827.67852246,472646.83500437,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ERMD2.TIF,RUA SAO VICENTE,VALONGO,ALFENA,C9,ERMIDA,Ermida,,,,,,-8.540676825445209,41.222284522279026
802,5841,ERMI1,164766.39682674,472332.00138618,PARAGEM SEM ABRIGO,179, ,D:\SIG\FOTOS\ERMI1.TIF,RUA DOM ANTONIO CASTRO MEIRELE,VALONGO,ERMESINDE,C9,ERMESINDE (IGREJA),Ermesinde (Igreja),,,,,,-8.553314624109143,41.21940422311097
803,5842,ERMI2,164811.53439455,472253.51790426,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\ERMI2.TIF,RUA DOM ANTONIO CASTRO MEIRELE,VALONGO,ERMESINDE,C9,ERMESINDE (IGREJA),Ermesinde (Igreja),,,,,,-8.552771837511086,41.21869952780022
804,5843,ESCL,163315.00354891,466170.34702423,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ESCL.TIF,RUA NOSSA SENHORA DO CALVARIO,PORTO,CAMPANHÃ,C6,ESCOLAS,Escolas,03011300086,RNSCA0,03,00086,0113,-8.5702517156899,41.16386039672482
805,5844,ESCN1,160572.53651851,465219.79485107,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ESCN1.TIF,RUA ALEGRIA,PORTO,BONFIM,C1,ESCOLA NORMAL,Escola Normal,02011300001,RALEG1,02,00001,0113,-8.602865686728528,41.15517261897642
806,5845,ESCN2,160599.90973728,465243.09999813,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ESCN2.TIF,LARGO JOSE MOREIRA DA SILVA,PORTO,BONFIM,C1,ESCOLA NORMAL,Escola Normal,02011300029,LJMSI0,02,00029,0113,-8.60254109351705,41.15538379155459
807,5846,ESP1,156658.61671499,471691.9173818,postalete, , ,D:\SIG\FOTOS\ESP 1.TIF,RUA LINHARES,MATOSINHOS,CUSTÓIAS,C5,ESPOSADE,Esposade,,,,,,-8.649951334583088,41.21324615496251
808,5847,ESP2,156653.63851208,471679.96929162,postalete, , ,D:\SIG\FOTOS\ESP 2.TIF,RUA LINHARES,MATOSINHOS,CUSTÓIAS,C5,ESPOSADE,Esposade,,,,,,-8.650009842920314,41.213138308187105
809,5848,ESPH1,157109.03170606,462382.52718571,com painel abrigo, , ,D:\SIG\FOTOS\ESPH1.TIF,RUA BELGICA,VILA NOVA DE GAIA,CANIDELO,S1,ESPINHEIRO,Espinheiro,,,,,,-8.643927242295147,41.1294497104371
810,5849,ESPH2,157176.22999817,462324.21332688,com painel abrigo,2470, ,D:\SIG\FOTOS\ESPH2.TIF,RUA BELGICA,VILA NOVA DE GAIA,CANIDELO,S1,ESPINHEIRO,Espinheiro,,,,,,-8.643122943912417,41.128928213487264
811,5850,MRDR1,164506.28310998,466014.95669303,postalete, , ,D:\SIG\FOTOS\EST 1.TIF, ,GONDOMAR,RIO TINTO,C8,MIRADOURO,Miradouro,,,,,,-8.55604888056374,41.162514351951934
812,5851,MRDR2,164530.67339604,465970.0607008,com painel abrigo, , ,D:\SIG\FOTOS\EST 2.TIF, ,GONDOMAR,RIO TINTO,C8,MIRADOURO,Miradouro,,,,,,-8.55575567336395,41.16211117649258
813,5852,ESTV1,167088.52223547,465662.07063855,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ESTV1.TIF,RUA GUERRA JUNQUEIRO,GONDOMAR,FÂNZERES,C8,ESTIVADA,Estivada,,,,,,-8.525263635299359,41.15944601085117
814,5853,ESTV2,167072.72534738,465716.80558725,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ESTV2.TIF,RUA GUERRA JUNQUEIRO,GONDOMAR,FÂNZERES,C8,ESTIVADA,Estivada,,,,,,-8.52545479283884,41.15993820468849
815,5854,ZOID1,160110.2486955,470485.05000004,postalete,1092, ,D:\SIG\FOTOS\EV  1.TIF,RUA SANTOS DIAS,MATOSINHOS,S. MAMEDE DE INFESTA,C5,ZONA INDUSTRIAL,Zona Industrial,,,,,,-8.608716590828791,41.20255799028718
816,5855,ZOID2,160101.4723633,470529.08447496,postalete, , ,D:\SIG\FOTOS\EV  2.TIF,RUA SANTOS DIAS,MATOSINHOS,S. MAMEDE DE INFESTA,C5,ZONA INDUSTRIAL,Zona Industrial,,,,,,-8.608824095034578,41.20295403956795
817,5856,REXP1,152922.83145572,470441.90042567,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\EXP 3.TIF,RUA VELOSO SALGADO,MATOSINHOS,LEÇA DA PALMEIRA,C4,ROT. DA EXPONOR,Rot. da Exponor,,,,,,-8.69439830246521,41.20178171229107
818,5857,REXP2,152959.6420908,470430.44290474,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\EXP 4.TIF,RUA VELOSO SALGADO,MATOSINHOS,LEÇA DA PALMEIRA,C4,ROT. DA EXPONOR,Rot. da Exponor,,,,,,-8.693958589030954,41.201680696334996
819,5858,EXP5,153051.06772391,470355.59726398,postalete, , ,D:\SIG\FOTOS\EXP 5.TIF,RUA DR. ANTONIO MACEDO,MATOSINHOS,LEÇA DA PALMEIRA,C4,EXPONOR,Exponor,,,,,,-8.692862917530126,41.201012125834666
820,5859,EZC1,156307.29333406,467384.34999508,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\EZC 1.TIF,RUA CONDE COVILHA,PORTO,RAMALDE,C2,EZEQUIEL CAMPOS,Ezequiel Campos,11000530113,RCCOV0,11,00053,0113,-8.653831973171867,41.174442613882455
821,5860,EZC2,156290.02457223,467379.28380435,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\EZC 2.TIF,RUA CONDE COVILHA,PORTO,RAMALDE,C2,EZEQUIEL CAMPOS,Ezequiel Campos,11000540113,RCCOV0,11,00054,0113,-8.65403739186718,41.17439606325038
822,5861,FAP1,158026.81006106,470069.31625878,com painel abrigo, , ,D:\SIG\FOTOS\FAP 1.TIF,RUA RECAREI,MATOSINHOS,LEÇA DO BALIO,C5,FREI ÁLVARO PINTO,Frei Álvaro Pinto,,,,,,-8.633525935736548,41.19870898942058
823,5862,FAP2,158013.34862876,470061.68319998,com painel abrigo, , ,D:\SIG\FOTOS\FAP 2.TIF,RUA RECAREI,MATOSINHOS,LEÇA DO BALIO,C5,FREI ÁLVARO PINTO,Frei Álvaro Pinto,,,,,,-8.633685884228141,41.198639560475975
824,5863,FARM1,163480.2975594,469102.57709446,postalete, , ,D:\SIG\FOTOS\FARM1.TIF,RUA JOAO VIEIRA,GONDOMAR,RIO TINTO,C9,FORÇAS ARMADAS,Forças Armadas,,,,,,-8.568457528095523,41.19026960953961
825,5864,FARM2,163470.17974939,469091.51803714,postalete, , ,D:\SIG\FOTOS\FARM2.TIF,RUA JOAO VIEIRA,GONDOMAR,RIO TINTO,C9,FORÇAS ARMADAS,Forças Armadas,,,,,,-8.568577466105383,41.190169577124905
826,5865,FBC1,163276.6079965,466772.01000105,com painel abrigo, ,1,D:\SIG\FOTOS\FBC 1.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,CAMPANHÃ,C6,FÁBRICA DO COBRE,Fábrica do Cobre,03011300020,ECIRC0,03,00020,0113,-8.570745325725937,41.16927602359855
827,5866,FBC2,163446.39220496,466910.80266725,com painel abrigo, ,1,D:\SIG\FOTOS\FBC 2.TIF,ESTRADA LINHAS TORRES DA CIRCU,GONDOMAR,RIO TINTO,C6,FÁBRICA DO COBRE,Fábrica do Cobre,,,,,,-8.568730534901883,41.1705333976255
828,5867,FCH2,153763.19928721,466025.90628889,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\FCH 2.TIF,RUA GONDAREM,PORTO,NEVOGILDE,C2,FUNCHAL,Funchal,09011300025,RGOND0,09,00025,0113,-8.684045529739043,41.16206974380566
829,5868,FCLH,157739.20107995,465460.16991058,com painel abrigo, , ,D:\SIG\FOTOS\FCLH.TIF,RUA GUERRA JUNQUEIRO,PORTO,MASSARELOS,C1,FELICIANO CASTILHO,Feliciano Castilho,07011300007,RGJUN0,07,00007,0113,-8.636635680198566,41.157193781451895
830,5869,FEUP1,160934.35532105,467842.74796815,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\FE  1.TIF,RUA DR.ROBERTO FRIAS,PORTO,PARANHOS,C6,FACULDADE DE ENGENHARIA,Faculdade de Engenharia,10011300106,RDRFR0,10,00106,0113,-8.598722995270585,41.17880715254178
831,5870,FG1,160183.48085801,466015.69571945,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\FG  1.TIF,RUA CONSTITUICAO,PORTO,PARANHOS,C1,FARIA GUIMARÃES,Faria Guimarães,10011300090,RCONS0,10,00090,0113,-8.607552343301181,41.16231982119725
832,5871,FG2,160136.65169139,465882.04383273,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\FG  2.TIF,RUA JOAO PEDRO RIBEIRO,PORTO,SANTO ILDEFONSO,C1,FARIA GUIMARÃES,Faria Guimarães,12011300013,RJPRI0,12,00013,0113,-8.608101557625638,41.161114117641546
833,5872,FGT1,158146.55968537,468689.4124614,com painel abrigo, , ,D:\SIG\FOTOS\FGT 1.TIF,RUA NOVA DO SEIXO,MATOSINHOS,S. MAMEDE DE INFESTA,C5,FOGUETEIROS (SUL),Fogueteiros (Sul),,,,,,-8.63200383967795,41.18629073600784
834,5873,FGT2,158121.7315449,468757.09894479,com painel abrigo, , ,D:\SIG\FOTOS\FGT 2.TIF,RUA NOVA DO SEIXO,MATOSINHOS,SENHORA DA HORA,C5,FOGUETEIROS (SUL),Fogueteiros (Sul),,,,,,-8.632304398170792,41.186898887327466
835,5874,FGTR1,157658.62312024,469280.81061148,com painel abrigo,3716, ,D:\SIG\FOTOS\FGTR1.TIF,RUA SAO GENS,MATOSINHOS,CUSTÓIAS,C5,FOGUETEIROS,Fogueteiros,,,,,,-8.63786037681392,41.191590128204
836,5875,FGTR2,157625.66832681,469279.62043617,com painel abrigo,3707, ,D:\SIG\FOTOS\FGTR2.TIF,RUA SAO GENS,MATOSINHOS,CUSTÓIAS,C5,FOGUETEIROS,Fogueteiros,,,,,,-8.638253102285095,41.19157767984876
837,5876,FIG,159397.47309592,465312.6882772,postalete, ,1,D:\SIG\FOTOS\FIG.TIF,RUA BOAVISTA,PORTO,CEDOFEITA,C1,FIGUEIROA,Figueiroa,04011300027,RBOAV0,04,00027,0113,-8.616870337682574,41.15595087600042
838,5877,FLO1,160887.991435,472076.25198936,postalete, , ,D:\SIG\FOTOS\FLO 1.TIF,AVENIDA COMENDADOR CARLOS FERR,MAIA,GUEIFÃES,C5,FLORES,Flores,,,,,,-8.59954662926395,41.21692311576502
839,5878,FLO2,160869.59191258,472046.81617871,postalete, , ,D:\SIG\FOTOS\FLO 2.TIF,AVENIDA COMENDADOR CARLOS FERR,MAIA,GUEIFÃES,C5,FLORES,Flores,,,,,,-8.599764140300858,41.21665718629917
840,5879,FLOS1,159794.72114691,468895.5935933,PARAGEM SEM ABRIGO,394, ,D:\SIG\FOTOS\FLOS1.TIF,RUA SILVA BRINCO,MATOSINHOS,S. MAMEDE DE INFESTA,C5,FLORES,Flores,,,,,,-8.61237357341926,41.188230985192064
841,5880,FLOS2,159769.54459381,468841.40504474,PARAGEM SEM ABRIGO,341, ,D:\SIG\FOTOS\FLOS2.TIF,RUA SILVA BRINCO,MATOSINHOS,S. MAMEDE DE INFESTA,C5,FLORES,Flores,,,,,,-8.612670084515548,41.18774181983175
842,5881,BEL1,165157.07380914,473091.1123868,postalete, ,1,D:\SIG\FOTOS\FLRS1.TIF,RUA ILHA SAO MIGUEL,VALONGO,ERMESINDE,C9,BELA,Bela,,,,,,-8.548699401261903,41.22625613222563
843,5882,BEL2,165158.64597769,473148.52596587,postalete, ,1,D:\SIG\FOTOS\FLRS2.TIF,RUA ILHA SAO MIGUEL,VALONGO,ERMESINDE,C9,BELA,Bela,,,,,,-8.5486839428118,41.22677314660497
844,5883,FLU1,156367.32925894,464525.33212944,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FLU 1.TIF,RUA CONDOMINHAS,PORTO,LORDELO DO OURO,C2,FLUVIAL,Fluvial,06011300023,RCOND0,06,00023,0113,-8.652912488637405,41.14870369272488
845,5884,FLU2,156300.02865225,464510.51128081,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FLU 2.TIF,LARGO ANTONIO CALEM,PORTO,LORDELO DO OURO,C2,FLUVIAL,Fluvial,06011300024,LACAL0,06,00024,0113,-8.653713095362072,41.14856660956035
846,5885,FLU3,156301.87139105,464491.15314814,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FLU 3.TIF,LARGO ANTONIO CALEM,PORTO,LORDELO DO OURO,C2,FLUVIAL,Fluvial,06011300025,LACAL0,06,00025,0113,-8.653689762694887,41.148392410517204
847,5886,FLU4,156321.70654958,464535.07904028,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FLU 4.TIF,RUA ALEIXO MOTA,PORTO,LORDELO DO OURO,C2,FLUVIAL,Fluvial,06011300026,RAMOT0,06,00026,0113,-8.653456630507604,41.14878898657996
848,5887,FLUN1,156158.96760803,464900.22289821,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\FLUN1.TIF,RUA DIOGO BOTELHO,PORTO,LORDELO DO OURO,C2,FLUVIAL (NORTE),Fluvial (Norte),06011300027,RDBOT0,06,00027,0113,-8.655421307292533,41.15206787606382
849,5888,FLUN2,156267.14596613,464904.12709991,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\FLUN2.TIF,RUA DIOGO BOTELHO,PORTO,LORDELO DO OURO,C2,FLUVIAL (NORTE),Fluvial (Norte),06011300028,RDBOT0,06,00028,0113,-8.654132929859891,41.15210889436704
850,5889,PING1,154357.45587733,464860.47282788,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FLZ 2.TIF,RUA SENHORA DA LUZ,PORTO,FOZ DO DOURO,C2,PRAIA DOS INGLESES,Praia dos Ingleses,05011300011,RSLUZ1,05,00011,0113,-8.676878476488415,41.15161018501991
851,5890,PING3,154220.98399784,464976.28664148,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FLZ 3.TIF,RUA CORONEL RAUL PERES,PORTO,FOZ DO DOURO,C2,PRAIA DOS INGLESES,Praia dos Ingleses,05011300012,RCRPE0,05,00012,0113,-8.678512827420462,41.152645231859694
852,5891,FMAI,153117.29543172,470736.77821857,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FMAI.TIF,RUA VELOSO SALGADO,MATOSINHOS,LEÇA DA PALMEIRA,C4,FRANCISCO MAIA,Francisco Maia,,,,,,-8.692102716719173,41.20444801569009
853,5892,ARSR1,162408.59092524,468038.46639209,postalete, ,1,D:\SIG\FOTOS\FMG.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,GONDOMAR,RIO TINTO,C6,ROT. DA AREOSA,Rot. da Areosa,,,,,,-8.581166140758576,41.18063929033267
854,5893,FMGA1,165660.79208384,470825.35064501,com painel abrigo, , ,D:\SIG\FOTOS\FMGA1.TIF,ENG. DUARTE PACHECO,VALONGO,ERMESINDE,C9,FORMIGA,Formiga,,,,,,-8.542564233690456,41.20587687679941
