,objectid,codigo,coord_x,coord_y,tipo,n_policia,observacao,fotos,morada,concelho,freguesia,zonam_and,descricao,name,cod_gis,cod_topo,cod_freg,n_ordem,cod_sgr,x,y
220,5259,MV1,161674.55069834,459530.3548834,postalete, , ,D:\SIG\FOTOS\ALMV1.TIF,RUA CONCEICAO FERNANDES,VILA NOVA DE GAIA,VILAR DE ANDORINHO,S9,MONTE DA VIRGEM,Monte da Virgem,,,,,,-8.5893805537546,41.10399761683176
221,5260,MV2,161682.96389392,459538.61337045,com painel abrigo, , ,D:\SIG\FOTOS\ALMV2.TIF,RUA CONCEICAO FERNANDES,VILA NOVA DE GAIA,VILAR DE ANDORINHO,S9,MONTE DA VIRGEM,Monte da Virgem,,,,,,-8.58928092149077,41.10407237496184
222,5261,ALNV1,156741.93364993,459182.93730187,postalete, , ,D:\SIG\FOTOS\ALNV1.TIF,RUA MARINHA,VILA NOVA DE GAIA,MADALENA,S2,ALDEIA NOVA,Aldeia Nova,,,,,,-8.64807267339053,41.10062109069121
223,5262,ALNV2,156749.93416571,459164.28902967,postalete, , ,D:\SIG\FOTOS\ALNV2.TIF,RUA MARINHA,VILA NOVA DE GAIA,MADALENA,S2,ALDEIA NOVA,Aldeia Nova,,,,,,-8.647976125343229,41.10045360833236
224,5263,ALUM1,156402.23199996,462727.14102008,postalete, , ,D:\SIG\FOTOS\ALUM1.TIF,RUA BELGICA,VILA NOVA DE GAIA,CANIDELO,S1,ALUMIARA,Alumiara,,,,,,-8.65236855670347,41.1325148095519
225,5264,ALUM2,156263.26793903,462644.81760362,abrigo,32, ,D:\SIG\FOTOS\ALUM2.TIF,TRAVESSA SENRA,VILA NOVA DE GAIA,CANIDELO,S1,ALUMIARA,Alumiara,,,,,,-8.654017565076934,41.13176606801525
226,5265,ALVS1,152855.91428813,472931.091036,com painel abrigo, , ,D:\SIG\FOTOS\ALVS1.TIF,RUA ORIENTAL,MATOSINHOS,PERAFITA,C4,JOAQUIM ALVES SILVA,Joaquim Alves Silva,,,,,,-8.695388624515186,41.22418983527014
227,5266,ALVS2,152857.9727213,472886.87568812,com painel abrigo, , ,D:\SIG\FOTOS\ALVS2.TIF,RUA ARMANDO VAZ,MATOSINHOS,PERAFITA,C4,JOAQUIM ALVES SILVA,Joaquim Alves Silva,,,,,,-8.695360654662553,41.22379185297515
228,5267,ALVT2,160029.51832135,467432.09707701,postalete,269, ,D:\SIG\FOTOS\ALVT2.TIF,RUA LEONARDO COIMBRA,PORTO,PARANHOS,C6,ALMEIDA VALENTE,Almeida Valente,10011300122,RLCOI0,10,00122,0113,-8.6094793022436,41.17506542795144
229,5268,ALX1,156658.96088627,464953.46468161,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ALX 1.TIF,TRAVESSA CONDOMINHAS,PORTO,LORDELO DO OURO,C2,ALEIXO,Aleixo,06011300006,TCOND0,06,00006,0113,-8.649468992414414,41.15257424652175
230,5269,ALX2,156664.37104201,464854.46505505,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ALX 2.TIF,RUA CONDOMINHAS,PORTO,LORDELO DO OURO,C2,ALEIXO,Aleixo,06011300007,RCOND0,06,00007,0113,-8.649397529752623,41.15168315686289
231,5270,ALXH1,167281.44513403,474899.27159096,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\ALXH1.TIF,RUA 1§ MAIO,VALONGO,ALFENA,N16,ALEX. HERCULANO,Alex. Herculano,,,,,,-8.52346157702951,41.24262551598572
232,5271,ALXH2,167289.27558817,474918.00791248,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\ALXH2.TIF,RUA 1§ MAIO,VALONGO,ALFENA,N16,ALEX. HERCULANO,Alex. Herculano,,,,,,-8.523369176512002,41.242794533879945
233,5272,AM1,163581.79290971,470883.92437104,PARAGEM COM ABRIGO C, ,1,D:\SIG\FOTOS\AM  1.TIF,RUA D. AFONSO HENRIQUES,MAIA,ÁGUAS SANTAS,C9,ALTO DA MAIA,Alto da Maia,,,,,,-8.567354065331072,41.20631335699232
234,5273,AM2,163591.53935673,471011.44625086,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\AM  2.TIF,RUA D. AFONSO HENRIQUES,MAIA,ÁGUAS SANTAS,C9,ALTO DA MAIA,Alto da Maia,,,,,,-8.567245480860132,41.207461995858026
235,5274,AM3,163721.98925192,470913.86330482,com painel abrigo, ,1,D:\SIG\FOTOS\AM  3.TIF,AVENIDA DO LIDADOR DA MAIA,MAIA,ÁGUAS SANTAS,C9,ALTO DA MAIA,Alto da Maia,,,,,,-8.565684383834277,41.20658922402735
236,5275,AM4,163664.70119323,470944.43430467,postalete, ,1,D:\SIG\FOTOS\AM  4.TIF,AVENIDA DO LIDADOR DA MAIA,MAIA,ÁGUAS SANTAS,C9,ALTO DA MAIA,Alto da Maia,,,,,,-8.566369214687608,41.20686191272864
237,5276,AML1,159699.44474879,468256.82332566,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\AML 1.TIF,RUA AMIAL,PORTO,PARANHOS,C6,AMIAL,Amial,10011300047,RAMIA0,10,00047,0113,-8.613467043298277,41.18247479230106
238,5277,AML2,159759.68552347,468333.58583143,com painel abrigo,8019,1,D:\SIG\FOTOS\AML 2.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,PARANHOS,C6,AMIAL,Amial,10011300013,ECIRC0,10,00013,0113,-8.612754152958244,41.18316896128129
239,5278,AML3,159790.22090555,468381.3614822,com painel abrigo,8714,1,D:\SIG\FOTOS\AML 3.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,PARANHOS,C6,AMIAL,Amial,10011300014,ECIRC0,10,00014,0113,-8.612393374399248,41.18360065168121
240,5279,AML4,159704.06458985,468432.74483629,PARAGEM SEM ABRIGO,1269, ,D:\SIG\FOTOS\AML 4.TIF,RUA AMIAL,MATOSINHOS,S. MAMEDE DE INFESTA,C5,AMIAL,Amial,,,,,,-8.613423586841416,41.18405900525917
241,5280,AMR1,152727.82438301,470495.80188617,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\AMR 1.TIF,RUA OSCAR DA SILVA,MATOSINHOS,LEÇA DA PALMEIRA,C4,AMOROSA,Amorosa,,,,,,-8.696727215063888,41.202255639545605
242,5281,AMR2,152716.9320706,470483.52687409,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\AMR 2.TIF,RUA OSCAR DA SILVA,MATOSINHOS,LEÇA DA PALMEIRA,C4,AMOROSA,Amorosa,,,,,,-8.6968561142679,41.20214448154309
243,5282,AMSE,158903.63711697,458897.74683966,postalete,619, ,D:\SIG\FOTOS\AMSE.TIF,RUA PROF  AMADEU SANTOS,VILA NOVA DE GAIA,VALADARES,S2,A.SANTOS (ESCOLAS),A. Santos (Escolas),,,,,,-8.62232252534232,41.098165770325814
244,5283,ANG,160298.42795836,461580.70165611,com painel abrigo, , ,D:\SIG\FOTOS\ANG.TIF,AVENIDA REPUBLICA,VILA NOVA DE GAIA,MAFAMUDE,S8,ANGOLA,Angola,,,,,,-8.60589475083597,41.12239279312054
245,5284,PLNT3,157582.90582509,465060.64082865,com painel abrigo, , ,D:\SIG\FOTOS\ANOB.TIF,RUA GUERRA JUNQUEIRO,PORTO,MASSARELOS,C1,PLANETÁRIO,Planetário,07011300002,RGJUN0,07,00002,0113,-8.638469958681881,41.153588271779284
246,5285,ANT1,161761.9164139,466345.03459428,abrigo,1862, ,D:\SIG\FOTOS\ANT 1.TIF,AVENIDA FERNAO MAGALHAES,PORTO,CAMPANHÃ,C1,ANTAS (L. CIDADÃO),Antas (L. Cidadão),03011300006,AFMAG0,03,00006,0113,-8.588767064277366,41.165361373089844
247,5286,ANT2,161724.36773528,466297.46131482,com painel abrigo,1795, ,D:\SIG\FOTOS\ANT 2.TIF,AVENIDA FERNAO MAGALHAES,PORTO,BONFIM,C1,ANTAS (L. CIDADÃO),Antas (L. Cidadão),02011300012,AFMAG0,02,00012,0113,-8.589211475145374,41.164931248743734
248,5287,IANT2,161531.13793584,466240.11297994,PARAGEM SEM ABRIGO,77, ,D:\SIG\FOTOS\ANT 4.TIF,AVENIDA COMBATENTES GRANDE GUE,PORTO,BONFIM,C1,IGREJA DAS ANTAS,Igreja das Antas,02011300013,ACGGU0,02,00013,0113,-8.591510149038735,41.1644057152273
249,5288,ANTG1,156146.81622758,466949.84268022,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ANTG1.TIF,AVENIDA VASCO DA GAMA,PORTO,RAMALDE,C2,ANTUNES GUIMARÃES,Antunes Guimarães,11000260113,AVGAM0,11,00026,0113,-8.655713099731193,41.17052167880749
250,5289,ANTG2,156136.54423059,466939.22460441,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ANTG2.TIF,AVENIDA VASCO DA GAMA,PORTO,RAMALDE,C2,ANTUNES GUIMARÃES,Antunes Guimarães,11000270113,AVGAM0,11,00027,0113,-8.655834735617699,41.170425516966276
251,5290,AFEI1,162378.73749043,468575.46582844,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\AO  1.TIF,RUA D. AFONSO HENRIQUES,GONDOMAR,RIO TINTO,C9,AREOSA (FEIRA),Areosa (Feira),,,,,,-8.581554983779522,41.185473022962235
252,5291,AFEI2,162399.13136222,468629.61430468,PARAGEM COM ABRIGO C, ,1,D:\SIG\FOTOS\AO  2.TIF,RUA D. AFONSO HENRIQUES,MAIA,PEDROUÇOS,C9,AREOSA (FEIRA),Areosa (Feira),,,,,,-8.581315251163108,41.18596152279221
253,5292,AP1,157091.4025963,468885.73927525,abrigo,3061, ,D:\SIG\FOTOS\AP  1.TIF,RUA SAO GENS,MATOSINHOS,SENHORA DA HORA,C5,ANTÓNIO PEDRO,António Pedro,,,,,,-8.644593650771954,41.18800296957461
254,5293,AP2,157035.63000448,468898.52029334,postalete,3991, ,D:\SIG\FOTOS\AP  2.TIF,RUA SAO GENS,MATOSINHOS,SENHORA DA HORA,C5,ANTÓNIO PEDRO,António Pedro,,,,,,-8.64525929962041,41.18811507752588
255,5294,APDL1,152187.85084385,468921.07082801,postalete, , ,D:\SIG\FOTOS\APDL1.TIF,AVENIDA DR. ANTUNES GUIMARAES,MATOSINHOS,LEÇA DA PALMEIRA,C4,APDL,APDL,,,,,,-8.703040999805507,41.18804541503911
256,5295,APDL2,152181.87999489,468894.89000212,postalete, , ,D:\SIG\FOTOS\APDL2.TIF,AVENIDA DR. ANTUNES GUIMARAES,MATOSINHOS,LEÇA DA PALMEIRA,C4,APDL,APDL,,,,,,-8.703110112751398,41.18780933657173
257,5296,AEPT1,154976.11998568,474344.65328186,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\APTE.TIF,RUA ARRUAMENTOS DO AEROPORTO,MAIA,MOREIRA,N10,AEROPORTO,Aeroporto,,,,,,-8.670208791615144,41.23703845515695
258,5297,HMLM3,153608.44959658,466174.91571505,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\AQ  1.TIF,AVENIDA MONTEVIDEU,PORTO,NEVOGILDE,C2,HOMEM DO LEME,Homem do Leme,09011300010,AMONT0,09,00010,0113,-8.685900543650693,41.16340252179608
259,5298,AQL1,159960.55042473,466053.72801439,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\AQL 1.TIF,RUA CONSTITUICAO,PORTO,CEDOFEITA,C1,ANTERO DE QUENTAL,Antero de Quental,04011300003,RCONS0,04,00003,0113,-8.61021088308886,41.16265125218203
260,5299,AQL2,159919.32418368,465931.86799539,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\AQL 2.TIF,RUA DAMIAO GOIS,PORTO,CEDOFEITA,C1,ANTERO DE QUENTAL,Antero de Quental,04011300004,RDGOI0,04,00004,0113,-8.61069407211241,41.1615519865944
261,5300,AR1,160428.59881456,469555.29999538,postalete,366, ,D:\SIG\FOTOS\AR  1.TIF,RUA MOALDE,MATOSINHOS,S. MAMEDE DE INFESTA,C5,ALMIRANTE REIS,Almirante Reis,,,,,,-8.604861124367826,41.194202254112135
262,5301,BOVT1,165172.95999606,473474.09333123,postalete, ,1,D:\SIG\FOTOS\BOVT1.TIF,RUA ELIAS GARCIA,VALONGO,ERMESINDE,C9,BOAVISTA,Boavista,,,,,,-8.548531892184387,41.229705139843446
263,5302,BOVT2,165167.32887942,473485.77093529,postalete, ,1,D:\SIG\FOTOS\BOVT2.TIF,RUA ELIAS GARCIA,VALONGO,ERMESINDE,C9,BOAVISTA,Boavista,,,,,,-8.548599721403175,41.229810041038874
264,5303,BRB3,163665.91074919,466284.40185514,com painel abrigo, ,1,D:\SIG\FOTOS\BRB 3.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,CAMPANHÃ,C6,BERNARDIM RIBEIRO,Bernardim Ribeiro,03011300019,ECIRC0,03,00019,0113,-8.566077537463126,41.16490316912714
265,5304,BRB4,163691.8334176,466296.93952813,postalete,484,1,D:\SIG\FOTOS\BRB 4.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,GONDOMAR,RIO TINTO,C6,BERNARDIM RIBEIRO,Bernardim Ribeiro,,,,,,-8.565769414722741,41.16501722031754
266,5305,BRBQ1,154503.31679381,467362.38452721,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BRBQ1.TIF,RUA D. NUNO ALVARES PEREIRA,MATOSINHOS,MATOSINHOS,C3,BAIRRO DA BIQUINHA,Bairro da Biquinha,,,,,,-8.675327223240213,41.17414514800299
267,5306,BRBQ4,154567.34315555,467480.53429174,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRBQ2.TIF,AV. D. MARIA II,MATOSINHOS,MATOSINHOS,C3,BAIRRO DA BIQUINHA,Bairro da Biquinha,,,,,,-8.674573053643018,41.17521254844305
268,5307,BRC1,160003.40320405,460401.01375809,com painel abrigo, , ,D:\SIG\FOTOS\BRC 1.TIF,AVENIDA GIL VICENTE,VILA NOVA DE GAIA,MAFAMUDE,S8,BR. CEDRO,Br. Cedro,,,,,,-8.609330507315693,41.11175631428713
269,5308,BRC2,160004.12764108,460412.42981197,abrigo, , ,D:\SIG\FOTOS\BRC 2.TIF,AVENIDA GIL VICENTE,VILA NOVA DE GAIA,MAFAMUDE,S8,BR. CEDRO,Br. Cedro,,,,,,-8.609322629397917,41.11185914031362
270,5309,BRCC1,162026.70677551,467075.43788387,com painel abrigo, , ,D:\SIG\FOTOS\BRCC1.TIF,AVENIDA FERNAO MAGALHAES,PORTO,CAMPANHÃ,C6,BR. COSTA CABRAL,Br. Costa Cabral,03011300007,AFMAG0,03,00007,0113,-8.58565747458281,41.171950377359416
271,5310,BRCC2,161996.06218448,467048.86302903,com painel abrigo, , ,D:\SIG\FOTOS\BRCC2.TIF,AVENIDA FERNAO MAGALHAES,PORTO,PARANHOS,C6,BR. COSTA CABRAL,Br. Costa Cabral,10011300001,AFMAG0,10,00001,0113,-8.586020985809357,41.17170965872388
272,5311,BRCP1,156303.13125489,466856.04375652,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BRCP1.TIF,AVENIDA VASCO DA GAMA,PORTO,RAMALDE,C2,BR. CAMPINAS,Br. Campinas,11000280113,AVGAM0,11,00028,0113,-8.653843787855939,41.16968560891817
273,5312,BRCP2,156318.23187161,466833.32375911,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BRCP2.TIF,AVENIDA VASCO DA GAMA,PORTO,RAMALDE,C2,BR. CAMPINAS,Br. Campinas,11000290113,AVGAM0,11,00029,0113,-8.653662231824876,41.16948185933016
274,5313,BRCV,158917.59689357,466783.16107725,com painel abrigo, ,1,D:\SIG\FOTOS\BRCV.TIF,RUA SOUSA PINTO,PORTO,PARANHOS,C1,BR.CARVALHIDO,Br. Carvalhido,10011300146,RSPIN1,10,00146,0113,-8.622685983333938,41.16916665961545
275,5314,RBSS1,157513.79676684,466378.22135663,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRF 1.TIF, ,PORTO,RAMALDE,C1,ROT. DO BESSA,Rot. do Bessa,11000470113,RBESS0,11,00047,0113,-8.639384801490367,41.16544798855796
276,5315,RBSS2,157553.72676503,466282.23164081,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRF 2.TIF, ,PORTO,RAMALDE,C1,ROT. DO BESSA,Rot. do Bessa,11000480113,RBESS0,11,00048,0113,-8.638902378232212,41.16458580785301
277,5316,BRG1,155095.93271747,472501.66268766,postalete, , ,D:\SIG\FOTOS\BRG 1.TIF,RUA SAO BRAS,MATOSINHOS,SANTA CRUZ DO BISPO,C4,BR.GUARDAS,Br. Guardas,,,,,,-8.66864372908971,41.2204512576343
278,5317,BRG2,155089.28201899,472489.8523184,postalete, , ,D:\SIG\FOTOS\BRG 2.TIF,RUA SAO BRAS,MATOSINHOS,SANTA CRUZ DO BISPO,C4,BR.GUARDAS,Br. Guardas,,,,,,-8.66872216708539,41.2203445480407
279,5318,SRVM2,155677.47936637,465450.35700032,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BRGC3.TIF,RUA DUARTE LOPES,PORTO,LORDELO DO OURO,C2,SERRALVES (MUSEU),Serralves (Museu),06011300012,RDLOP0,06,00012,0113,-8.661196828404808,41.15699492038929
280,5319,MATR1,159035.5325135,464815.67798632,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRI 1.TIF,RUA ROSARIO,PORTO,CEDOFEITA,C1,MATERNIDADE,Maternidade,04011300007,RROSA0,04,00007,0113,-8.621148873107517,41.15145756481677
281,5320,FACD,159313.86631532,464862.40168237,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRI 2.TIF,RUA CEDOFEITA,PORTO,CEDOFEITA,C1,FACULDADE DIREITO,Faculdade Direito,04011300008,RCEDO0,04,00008,0113,-8.617836386959961,41.151892314790715
282,5321,BRIB1,159839.83241097,460453.54830397,postalete, , ,D:\SIG\FOTOS\BRIB1.TIF,AVENIDA GIL VICENTE,VILA NOVA DE GAIA,MAFAMUDE,S8,BERNARDIM RIBEIRO,Bernardim Ribeiro,,,,,,-8.611281295900612,41.11222124323107
283,5322,BRIB2,159840.34405765,460465.50850168,abrigo, , ,D:\SIG\FOTOS\BRIB2.TIF,AVENIDA GIL VICENTE,VILA NOVA DE GAIA,MAFAMUDE,S8,BERNARDIM RIBEIRO,Bernardim Ribeiro,,,,,,-8.611275988939802,41.112328958836954
284,5323,BRO1,162843.73973729,469866.66250131,PARAGEM COM ABRIGO C, ,1,D:\SIG\FOTOS\BRO 1.TIF,RUA D. AFONSO HENRIQUES,MAIA,PEDROUÇOS,C9,BRÁS OLEIRO,Brás Oleiro,,,,,,-8.576091403170611,41.19712040755029
285,5324,BRO2,162846.90457446,469943.04541465,PARAGEM COM ABRIGO C, ,1,D:\SIG\FOTOS\BRO 2.TIF,RUA D. AFONSO HENRIQUES,MAIA,ÁGUAS SANTAS,C9,BRÁS OLEIRO,Brás Oleiro,,,,,,-8.576058323835076,41.19780830099483
286,5325,BRR1,167341.73806252,465616.98527821,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRR 1.TIF,RUA GUERRA JUNQUEIRO,GONDOMAR,FÂNZERES,C8,BARREIROS,Barreiros,,,,,,-8.522244407659961,41.159050313123984
287,5326,BRR2,167334.58164157,465631.40822788,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRR 2.TIF,RUA GUERRA JUNQUEIRO,GONDOMAR,FÂNZERES,C8,BARREIROS,Barreiros,,,,,,-8.522330441739639,41.15917988887338
288,5327,BRRS1,161871.33741771,467122.44030696,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRRC1.TIF,RUA COSTA CABRAL,PORTO,PARANHOS,C6,BARROCAS,Barrocas,10011300073,RCCAB0,10,00073,0113,-8.587511796717601,41.17236627772678
289,5328,BRRS2,161826.72618952,467065.34760954,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRRC2.TIF,RUA COSTA CABRAL,PORTO,PARANHOS,C6,BARROCAS,Barrocas,10011300074,RCCAB0,10,00074,0113,-8.588039825447375,41.17185011303606
290,5329,BRRG1,159479.07649024,467484.0164213,postalete,184, ,D:\SIG\FOTOS\BRRG1.TIF,RUA ENG CARLOS AMARANTE,PORTO,PARANHOS,C2,BR.REGADO,Br. Regado,10011300115,RECAM0,10,00115,0113,-8.616042130812982,41.17550547025163
291,5330,BRRG2,159423.15173129,467460.96518126,abrigo, , ,D:\SIG\FOTOS\BRRG2.TIF,RUA ENG CARLOS AMARANTE,PORTO,PARANHOS,C2,BR.REGADO,Br. Regado,10011300116,RECAM0,10,00116,0113,-8.616707037335608,41.17529511063409
292,5331,BRRM1,156751.84480724,466932.6759353,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BRRM1.TIF,RUA DR.AIRES GOUVEIA OSORIO,PORTO,RAMALDE,C2,BR. RAMALDE,Br. Ramalde,11000640113,RDAGO0,11,00064,0113,-8.648502537905891,41.17039976376305
293,5332,BRRM2,156754.29220038,466918.31268906,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BRRM2.TIF,RUA DR.AIRES GOUVEIA OSORIO,PORTO,RAMALDE,C2,BR. RAMALDE,Br. Ramalde,11000650113,RDAGO0,11,00065,0113,-8.64847235903059,41.17027057082393
294,5333,VRZL1,162757.1174155,468054.34376004,com painel abrigo, ,1,D:\SIG\FOTOS\VRZL1.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,PARANHOS,C6,VARZIELA,Varziela,10011300020,ECIRC0,10,00020,0113,-8.577013493272586,41.180798373622785
295,5334,VRZL2,162818.19328642,468083.85479746,com painel abrigo, ,1,D:\SIG\FOTOS\VRZL2.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,GONDOMAR,RIO TINTO,C6,VARZIELA,Varziela,,,,,,-8.576287406033238,41.18106689972939
296,5335,BRSE1,157759.92700452,468131.96916227,com painel abrigo,10981,1,D:\SIG\FOTOS\BRSE1.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,RAMALDE,C2,BR. STO. EUGÉNIO,Br. Sto. Eugénio,11000340113,ECIRC0,11,00034,0113,-8.63657342355436,41.18125142835859
297,5336,BRSE2,157775.14109421,468156.86156645,com painel abrigo, ,1,D:\SIG\FOTOS\BRSE2.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,MATOSINHOS,SENHORA DA HORA,C2,BR. STO. EUGÉNIO,Br. Sto. Eugénio,,,,,,-8.636393827020235,41.18147635276201
298,5337,BSEE1,157683.77342759,467896.78020163,postalete, , ,D:\SIG\FOTOS\BRSE3.TIF,RUA CEGONHAS,PORTO,RAMALDE,C2,BR. STO.EUGÉNIO (ESCOLA),Br. Sto. Eugénio (Escola),11000560113,RCEGO0,11,00056,0113,-8.637464708370226,41.179129827248666
299,5338,BRSL,158619.09000021,467712.66999576,postalete, , ,D:\SIG\FOTOS\BRSL.TIF,RUA PROF. SOUSA JUNIOR,PORTO,RAMALDE,C2,BR. STA.LUZIA,Br. Sta. Luzia,11001130113,RPSJU0,11,00113,0113,-8.62630577227529,41.17752063039215
300,5339,COMB1,160784.62020939,466268.68576777,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\COMB1.TIF,RUA COSTA CABRAL,PORTO,BONFIM,C1,COMBATENTES,Combatentes,02011300015,RCCAB0,02,00015,0113,-8.600406463897263,41.164627115604624
301,5340,COMB2,160761.55501093,466264.04353768,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\COMB2.TIF,RUA COSTA CABRAL,PORTO,PARANHOS,C1,COMBATENTES,Combatentes,10011300072,RCCAB0,10,00072,0113,-8.600680979784368,41.16458419732997
302,5341,CONT1,155664.60579492,468350.75728439,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CONT1.TIF,ESTRADA EN 107,MATOSINHOS,SENHORA DA HORA,C3,CONTINENTE,Continente,,,,,,-8.661560657700837,41.18310889090548
303,5342,CONT2,155508.88033959,468477.9392055,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CONT2.TIF,ESTRADA EN 107,MATOSINHOS,SENHORA DA HORA,C3,CONTINENTE,Continente,,,,,,-8.66342586110078,41.184245433121134
304,5343,CORI1,163154.79711678,470454.88950229,PARAGEM COM ABRIGO C, ,1,D:\SIG\FOTOS\CORI1.TIF,RUA D. AFONSO HENRIQUES,MAIA,ÁGUAS SANTAS,C9,CORISCOS,Coriscos,,,,,,-8.572418915865889,41.202431009041206
305,5344,CORI2,163213.94873671,470542.91563024,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\CORI2.TIF,RUA D. AFONSO HENRIQUES,MAIA,ÁGUAS SANTAS,C9,CORISCOS,Coriscos,,,,,,-8.571719042039103,41.20322628489937
306,5345,CORM1,162985.63166295,470250.93000505,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\CORM1.TIF,RUA D. AFONSO HENRIQUES,MAIA,ÁGUAS SANTAS,C9,CORIM,Corim,,,,,,-8.574423263599297,41.200586841416325
307,5346,CORM2,162952.76227951,470224.18188512,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\CORM2.TIF,RUA D. AFONSO HENRIQUES,MAIA,ÁGUAS SANTAS,C9,CORIM,Corim,,,,,,-8.574813483968118,41.20034449744672
308,5347,COVH1,168295.06915002,464834.7866575,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\COVH1.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,COVILHÃ,Covilhã,,,,,,-8.510845837105032,41.1520452375168
309,5348,COVH4,168304.32500449,464846.34666117,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\COVH4.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,COVILHÃ,Covilhã,,,,,,-8.510736176017371,41.15214968681804
310,5349,COVN1,166697.97587453,471304.22973176,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\COVN1.TIF,CABEDA,VALONGO,ERMESINDE,C9,COVINA,Covina,,,,,,-8.530224804534274,41.21023205979224
311,5350,COVN2,166617.70983769,471250.27221953,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\COVN2.TIF, ,VALONGO,ERMESINDE,C9,COVINA,Covina,,,,,,-8.531178865739053,41.209742918208185
312,5351,CPL,159940.53249298,466654.20749842,postalete,234, ,D:\SIG\FOTOS\CPL.TIF,RUA CAMPO LINDO,PORTO,PARANHOS,C1,CAMPO LINDO,Campo Lindo,10011300088,RCLIN0,10,00088,0113,-8.610488734499341,41.168056947108774
313,5352,CPL1,159912.6179673,466565.74917235,postalete,1016, ,D:\SIG\FOTOS\CPL 1.TIF,RUA ANTERO DE QUENTAL,PORTO,PARANHOS,C1,CAMPO LINDO,Campo Lindo,10011300058,RAQUE0,10,00058,0113,-8.610815544993278,41.16725908852518
314,5353,CCOR,163088.50687486,470398.36397023,PARAGEM COM ABRIGO C, ,1,D:\SIG\FOTOS\CPN.TIF,RUA D. AFONSO HENRIQUES,MAIA,ÁGUAS SANTAS,C9,CASA DO CORIM,Casa do Corim,,,,,,-8.573205780323338,41.201919032681715
315,5354,CPNH1,158145.87941856,458620.42024771,postalete,87 E, ,D:\SIG\FOTOS\CPNH1.TIF,RUA MANUEL M  C  JUNIOR,VILA NOVA DE GAIA,VALADARES,S2,CAMPOLINHO,Campolinho,,,,,,-8.631322942185957,41.09562992105736
316,5355,CPNH2,158109.53438539,458678.86553843,abrigo, , ,D:\SIG\FOTOS\CPNH2.TIF,RUA MANUEL M  C  JUNIOR,VILA NOVA DE GAIA,VALADARES,S2,CAMPOLINHO,Campolinho,,,,,,-8.631759523103682,41.09615428674645
